sun_alt,sun_az,sat_alt,sat_az,sat_height,phase_angle,measured_mag,lab_brdf_mag,inferred_brdf_mag,sun_x,sun_y,sun_z,obs_x,obs_y,obs_z,A_eff_SA,A_eff_chassis,intensity_lab_brdfs,mag_lab_brdfs
-12.25068262,52.73837385,41.10673468,85.89948595,540.3918094,118.4831211,6.776361022,7.318243978,7.102736931,0,0.989923438,-0.141603625,0.046080156,-0.071825995,0.99635217,0,3.64,2.41E-11,7.32122268
-21.76559954,101.9468098,38.02215379,33.44503344,542.807398,92.27574114,6.202723905,7.361947119,6.528315573,0,0.941518956,-0.336960021,-0.086798017,-0.037556998,0.995517743,22.68,3.64,2.32E-11,7.364925821
-11.96467452,98.96093359,69.23030849,110.2167128,540.6052816,98.41834616,5.750773815,6.442241303,6.075212792,0,0.983859355,-0.17894348,0.005719541,-0.028909436,0.999565671,0,3.64,5.41E-11,6.445220005
-11.90210281,55.90916193,44.77355197,45.75561857,541.2497662,122.5815278,6.495032852,6.387674729,6.811500869,0,0.991182158,-0.132506336,-0.013214973,-0.074775692,0.997112812,22.68,3.64,5.69E-11,6.390653431
-17.47945567,93.9796264,50.38353507,70.220422,542.7043537,108.9822718,5.659733653,6.080429615,5.975853161,0,0.969638344,-0.244543415,-0.025068621,-0.058073288,0.997997524,22.68,3.64,7.55E-11,6.083408317
-13.74925912,106.5676531,73.64291678,148.1788014,542.0646431,88.65190555,5.470116891,6.429257578,5.785986258,0,0.975280602,-0.220970017,0.015154906,-0.017186163,0.999737448,0,3.64,5.47E-11,6.43223628
-22.09877923,258.5643282,28.85313422,310.5066991,540.6116448,108.5854433,6.740903731,7.804926651,7.056478992,0,0.953763859,-0.300556986,0.097221918,-0.08187053,0.991889669,0,3.64,1.54E-11,7.807905353
-17.20431462,255.5492574,75.0649593,89.61614459,542.2596145,58.35883728,4.771109997,5.601649946,5.086277733,0,0.949082051,-0.315028985,-0.005098916,0.020209594,0.999782763,22.68,3.64,1.17E-10,5.603067693
-13.71878667,100.1479879,31.23898771,136.009803,540.0305956,123.3786133,7.223937321,7.950794088,7.53908606,0,0.98969994,-0.143157354,0.067459851,-0.095976402,0.99309501,0,3.64,1.35E-11,7.95377279
-11.39519335,107.7553276,30.7663805,42.98755954,542.9895414,104.9517036,7.584289451,8.742764138,7.898441313,0,0.989265324,-0.146130483,-0.107303023,-0.053065047,0.992809227,22.68,3.64,6.50E-12,8.74574284
-12.66071584,51.49229549,25.53089026,142.7472438,539.644761,83.46864023,7.514378465,8.916688592,7.827635365,0,0.975502172,-0.219989802,0.142076318,-0.001455008,0.989854637,0,3.64,5.54E-12,8.919667294
-17.68916122,259.6396168,67.43082902,110.5239481,539.8646055,53.53102393,4.771266921,5.539553801,5.08280902,0,0.943967404,-0.330038696,-0.016691831,0.027558692,0.999480816,22.68,3.64,1.24E-10,5.540745479
-18.80518712,261.6317142,68.92811341,126.2745574,539.9422812,57.11512261,4.788363738,5.634475541,5.099761945,0,0.939573987,-0.342345911,-0.021168238,0.02111749,0.999552879,22.68,3.64,1.14E-10,5.635919566
-14.69289064,254.091335,38.86907633,308.9571045,540.7059097,105.9172232,6.699592005,7.694852304,7.010650546,0,0.979487551,-0.201504683,0.074084001,-0.054092371,0.9957839,0,3.64,1.71E-11,7.697831006
-13.33277495,253.7428736,45.75357586,28.0433104,542.8106925,50.25445109,4.858212316,5.932895287,5.168416749,0,0.959972552,-0.280094089,0.053495864,0.050756743,0.997277266,0,3.64,1.99E-11,7.530749234
-23.89867412,62.97183501,20.12655691,44.59185877,543.1861429,132.4729394,6.2852117,6.764459547,6.588394254,0,0.968527389,-0.248907003,-0.05149556,-0.165164947,0.984920681,22.68,3.64,4.02E-11,6.76743825
-16.73424025,96.055287,31.34949014,32.2675936,543.384712,102.2068108,7.025709009,8.149221316,7.327950447,0,0.971695667,-0.236236174,-0.103893937,-0.05488669,0.993072757,22.68,3.64,1.12E-11,8.152200018
-16.35955723,305.496428,39.04935963,132.8560946,541.4552624,23.58495696,4.630619304,5.771949658,4.931556034,0,0.930070564,-0.367380928,-0.012067133,0.090511285,0.995822319,22.68,3.64,1.01E-10,5.772552393
-24.47899873,36.510501,48.8572509,47.210465,542.3773168,106.0420719,4.733020296,5.087393956,5.033456716,0,0.935268808,-0.353938211,0.012021371,-0.06544194,0.997783964,0,3.64,1.88E-10,5.090372658
-21.21995428,41.49754715,35.5701948,42.95599702,542.5162491,123.193031,5.300485299,4.561170566,5.600522726,0,0.964321781,-0.26473289,0.002516609,-0.102253024,0.994755239,0,3.64,3.06E-10,4.564149268
-20.43628901,95.06780799,27.23931205,52.45646793,542.7550894,116.9586172,6.847067043,7.842529105,7.146206379,0,0.967433436,-0.253125557,-0.088298933,-0.101655796,0.990893232,22.68,3.64,1.49E-11,7.845507807
-18.4816,261.4403636,47.75525077,49.57411931,542.2629205,39.08666648,4.604456103,5.657691654,4.902385499,0,0.928304177,-0.371821671,0.037216533,0.058101038,0.99761676,0,3.64,2.87E-11,7.133372583
-11.58192818,252.6982939,26.3181229,316.2848778,541.3223187,107.5539927,7.972166527,9.112428349,8.269378129,0,0.990374819,-0.138411409,0.122823162,-0.064313266,0.990342504,0,3.64,4.62E-12,9.115407051
-20.59563777,93.29162813,66.07720806,90.993684,542.7909622,93.30963517,5.094547224,5.615472889,5.390364167,0,0.947665264,-0.319265636,-0.001367509,-0.034500694,0.999403738,22.68,3.64,1.16E-10,5.618451591
-19.99697639,316.262917,63.94293865,171.6568343,540.162345,49.93113125,4.750499086,5.515397587,5.045729582,0,0.928751229,-0.370703593,-0.022168283,0.030651604,0.999284267,22.68,3.64,1.27E-10,5.516599595
-19.06964832,89.52602159,75.91476877,13.9775063,540.7873436,74.96000671,5.047651938,6.142172385,5.341818598,0,0.946725927,-0.3220404,-0.018912443,-0.005005158,0.999808616,22.68,3.64,7.13E-11,6.145151087
-12.47757089,306.9552895,37.07775521,196.8832468,540.7669383,66.57141726,5.798081747,6.78923754,6.090235816,0,0.968863558,-0.247595246,-0.091973341,0.031342115,0.995268093,22.68,3.64,3.94E-11,6.790145027
-15.44576323,256.8079213,69.50891675,9.428744504,542.233722,67.71237829,5.127577364,6.044854675,5.417727296,0,0.960866967,-0.277010236,0.026967199,0.010997008,0.999575828,0,3.64,4.71E-11,6.596544481
-19.02661804,48.07998177,30.98450361,147.538581,539.2932188,72.48117996,6.471172958,7.469812926,6.760485543,0,0.939670442,-0.342081073,0.117264879,0.014555182,0.992994005,0,3.64,1.22E-11,8.059535264
-14.8725767,297.8966514,32.06777442,119.8547941,539.7145768,17.28765011,4.85998437,6.031240452,5.148483477,0,0.930924764,-0.365211013,-0.004047859,0.114032324,0.993468794,22.68,3.64,7.92E-11,6.031800597
-18.87570361,101.0303091,63.79795374,89.80582536,542.4303899,96.86492722,5.277704065,5.744633029,5.563014057,0,0.957686272,-0.287814183,-0.007349124,-0.037498944,0.999269643,22.68,3.64,1.03E-10,5.747611731
-14.91948233,302.6912926,20.42627837,67.57005889,542.7072111,52.57844419,6.104300545,7.158365399,6.38730515,0,0.937434141,-0.348162651,0.144608336,0.091283865,0.985269347,0,3.64,5.54E-12,8.918959139
-12.04608984,52.93483416,20.35960401,137.1641781,539.3568451,91.12198678,8.132783314,9.46394646,8.414400916,0,0.982003509,-0.188862669,0.169045839,-0.023018904,0.98533935,0,3.64,3.35E-12,9.466925162
-14.40243044,257.7009882,28.51003461,329.0373563,541.1883635,98.83822033,7.394471256,8.586409327,7.67597611,0,0.978388404,-0.206775555,0.120697085,-0.044639446,0.991685199,0,3.64,7.51E-12,8.589388029
-21.71978028,258.3498497,36.89141593,244.7650156,541.8527111,120.00372,5.326460495,5.426660334,5.606672442,0,0.960039389,-0.279864915,-0.022256659,-0.095358133,0.995194186,22.68,3.64,1.38E-10,5.429639036
-12.80655576,307.7562285,38.67762539,99.26567061,541.7636758,36.13915405,4.806540667,5.927533607,5.086398328,0,0.953956292,-0.299945651,0.045079793,0.080717467,0.99571708,0,3.64,1.60E-11,7.76835345
-21.71231091,89.17223019,53.44170559,140.3783882,539.9581731,92.83986548,5.464635353,6.32878501,5.744231671,0,0.941734771,-0.336356389,0.043586287,-0.036242516,0.998392065,0,3.64,6.01E-11,6.331763712
-19.62491591,89.16997594,53.46707632,349.3799704,542.7588434,68.57946236,5.412349222,6.447639111,5.691345883,0,0.938811892,-0.344430301,-0.056257258,0.008533193,0.99837984,22.68,3.64,5.39E-11,6.449756039
-14.23604423,255.2721656,71.62233541,243.1963181,541.8485369,93.7532411,5.527741957,6.243071539,5.805805174,0,0.975209639,-0.221282985,-0.00538613,-0.025336572,0.999664468,22.68,3.64,6.50E-11,6.246050241
-15.94817911,258.6154938,63.06904923,66.00179956,542.0071171,47.93730243,4.476824267,5.466924109,4.754092413,0,0.950239849,-0.311519227,0.008705028,0.038421417,0.999223707,0,3.64,4.02E-11,6.768180701
-17.34920686,96.07447728,22.06270406,31.30414096,544.0455277,105.3702014,7.787400704,8.916420859,8.062323651,0,0.973529176,-0.228562776,-0.143259105,-0.074608151,0.986869015,22.68,3.64,5.54E-12,8.919399561
-21.01153265,303.6385257,56.34410042,240.4076476,541.432482,86.24784334,5.441417926,6.433956386,5.716110308,0,0.94166628,-0.336548091,-0.045338002,-0.02384028,0.998687192,22.68,3.64,5.45E-11,6.436935088
-15.04957556,259.7504032,49.83510231,50.21545997,542.1996244,42.2383375,4.599093398,5.647128131,4.872496159,0,0.949684749,-0.313207402,0.032270662,0.055705809,0.997925582,0,3.64,2.62E-11,7.233121108
-19.55320708,43.73507044,41.10907529,70.97052909,541.9963877,114.2827651,5.756826232,6.323158173,6.02814688,0,0.965129349,-0.261773452,0.038228463,-0.076537311,0.996333591,0,3.64,6.04E-11,6.326136875
-16.10179516,311.4657182,48.45442276,302.490698,542.1970961,114.9497801,5.783028701,5.830836634,6.05429719,0,0.977109294,-0.212737934,-0.010340907,-0.066615654,0.997725123,22.68,3.64,9.50E-11,5.833815336
-26.0920845,33.75403275,20.16641945,333.0917386,542.2953026,105.1545152,7.384130081,8.479710625,7.653109435,0,0.933989989,-0.357299174,-0.144626438,-0.094084823,0.985003167,22.68,3.64,8.28E-12,8.482689327
-17.0779442,50.26372731,40.27357288,104.287136,540.1284228,103.8041666,6.437831276,7.375897818,6.706676963,0,0.969939634,-0.243345651,0.069873189,-0.052851148,0.996154854,0,3.64,2.29E-11,7.37887652
-14.64739428,307.6370101,58.14677338,299.3018203,541.8108368,106.8826151,5.796504933,6.036724278,6.06433859,0,0.978405832,-0.206693079,-0.006871206,-0.047438657,0.99885052,22.68,3.64,7.86E-11,6.03970298
-27.9200101,89.10246913,24.29472482,44.51641824,543.5215962,112.3907594,6.521684724,7.652520765,6.788630236,0,0.92937966,-0.369125247,-0.099558251,-0.111088365,0.98881117,22.68,3.64,1.77E-11,7.655499467
-14.99106769,104.4070078,56.02609947,46.81876526,542.4271326,94.29083713,5.882046209,6.822906158,6.146493746,0,0.972848239,-0.231443955,-0.043511672,-0.028305049,0.998651871,22.68,3.64,3.81E-11,6.82588486
-15.05557457,254.7566028,52.94617223,249.1873206,542.097599,111.828621,5.844697538,5.928676438,6.109081289,0,0.979035357,-0.203690379,-0.005540614,-0.057614811,0.998323512,22.68,3.64,8.68E-11,5.93165514
-18.87917013,299.2382378,48.20487378,329.887619,541.1345633,107.5348254,5.688438239,6.21827049,5.952357431,0,0.963532034,-0.267593011,0.033968759,-0.058739272,0.997695255,0,3.64,6.65E-11,6.221249192
-12.97303412,302.3016687,36.39156786,344.0135753,542.8331503,116.8970594,7.097999496,7.818366139,7.360555365,0,0.988552891,-0.15087472,0.065370495,-0.075230075,0.995021173,0,3.64,1.52E-11,7.821344841
-13.54537914,106.8989288,47.24113323,237.4593214,541.8298247,53.04775639,4.946101856,5.954081054,5.207551382,0,0.960589674,-0.277970284,0.053919842,0.044837588,0.99753809,0,3.64,2.12E-11,7.46284683
-15.81935461,101.9186674,49.8979251,64.87389072,542.8063289,106.6276764,6.029802682,6.618974748,6.290999035,0,0.974896729,-0.222657512,-0.038233475,-0.051706627,0.997930171,22.68,3.64,4.60E-11,6.62195345
-24.3720679,95.90771263,33.62864008,115.2847715,540.078974,119.1401267,5.292370767,5.797666274,5.551703868,0,0.948427917,-0.316992881,0.034573024,-0.102842675,0.99409662,0,3.64,9.79E-11,5.800644976
-13.88420857,258.0397312,71.77197791,358.2222905,542.536471,73.64417683,5.358381055,6.368527072,5.617014509,0,0.969701389,-0.244293298,0.025331946,0.004384919,0.999669478,0,3.64,4.51E-11,6.643567608
-22.48271401,67.43403896,57.22783636,85.93743396,540.6110438,98.7872131,5.046474223,5.487219189,5.302503613,0,0.940948262,-0.338550391,0.015430563,-0.047047795,0.998773449,0,3.64,1.30E-10,5.490197891
-19.73868578,312.0918162,60.95894428,74.72565165,541.8521077,57.20277677,4.983617771,5.783069264,5.239588343,0,0.933250064,-0.35922739,0.036492391,0.022678606,0.999076567,0,3.64,4.74E-11,6.587620569
-12.43219507,52.71083148,36.06748074,245.9661646,581.4619117,26.480581,4.94402341,6.076053519,5.199175306,0,0.948886389,-0.315617841,-0.025214459,0.10383416,0.994274961,22.68,3.64,7.60E-11,6.076587094
-20.78873649,257.5954574,22.43350275,331.9658941,541.6215648,95.58789842,7.449339047,8.633844956,7.703957513,0,0.950603025,-0.31040923,0.150438801,-0.050972685,0.987304387,0,3.64,7.19E-12,8.636823658
-15.36936854,49.29345316,48.54344123,229.8693144,539.8143726,33.17744869,4.480143206,5.541332841,4.734042416,0,0.944330497,-0.328998347,-0.000687065,0.066946404,0.997756336,22.68,3.64,1.24E-10,5.541971124
-14.71819268,49.98506678,37.35243413,113.2868611,540.0305643,101.0278025,6.816822524,7.869661852,7.069760911,0,0.977468035,-0.211083494,0.08503907,-0.044973902,0.995362097,0,3.64,1.45E-11,7.872640554
-21.01809073,43.00002187,20.74163373,134.5396362,539.4993208,81.34543205,7.436631254,8.758161857,7.688469657,0,0.933810391,-0.357768296,0.168161537,-0.006421761,0.985738535,0,3.64,6.41E-12,8.761140559
-17.71772293,101.4105016,22.37275661,31.14397023,543.7674172,100.4619949,7.703137335,8.85689228,7.952956689,0,0.968486991,-0.249064145,-0.147834086,-0.060361637,0.987168454,22.68,3.64,5.85E-12,8.859870982
-17.10705378,100.8453534,28.95162472,35.581778,543.1387281,101.9792809,7.226257294,8.316901093,7.47420707,0,0.97054816,-0.24090718,-0.1137476,-0.056882271,0.991879978,22.68,3.64,9.62E-12,8.319879795
-19.43455691,95.67199287,30.69687248,31.02251563,543.0911044,100.2141339,6.92583477,8.001078617,7.173693503,0,0.959451469,-0.281873869,-0.106588875,-0.055128361,0.992773728,22.68,3.64,1.29E-11,8.004057319
-16.29606332,256.4793773,24.77674765,26.80761272,543.2328184,47.03270099,5.740880745,6.768072922,5.988639666,0,0.929568948,-0.368648303,0.115420218,0.090432314,0.989191675,0,3.64,8.18E-12,8.496433615
-23.53235692,66.52163283,20.57737003,36.27845683,543.6689592,126.9547648,6.732620413,7.738459218,6.980074698,0,0.965999703,-0.258543177,-0.081412578,-0.149586724,0.985391193,22.68,3.64,1.64E-11,7.74143792
-11.34450378,300.8685418,40.6981204,70.30508781,542.1665778,53.09738642,5.145641599,6.170912165,5.392099138,0,0.968252997,-0.249972265,0.067814752,0.054038517,0.996233405,0,3.64,1.42E-11,7.900609516
-15.33914777,105.4142788,47.23659133,340.3381617,540.7242465,55.21549039,5.056868534,6.017938037,5.302853973,0,0.953091728,-0.302681612,-0.057973272,0.039247959,0.997546339,22.68,3.64,8.01E-11,6.018810111
-14.43710919,257.0990161,37.39113474,45.0117478,542.8598276,36.55538065,4.915633714,5.982826541,5.160793696,0,0.94490511,-0.327344364,0.052547097,0.080959372,0.995331293,0,3.64,1.61E-11,7.758158289
-15.8762868,296.574654,56.35784073,16.23127797,541.0753911,82.4108929,5.750601631,6.876771578,5.994303948,0,0.964422354,-0.264366265,0.050202072,-0.009893165,0.998690081,0,3.64,3.63E-11,6.87975028
-27.56587436,88.47088929,25.78167586,121.0018504,540.1294281,118.1458009,5.949134218,7.03051604,6.192667105,0,0.935701871,-0.352791735,0.071816597,-0.121298387,0.990014686,0,3.64,3.15E-11,7.033494742
-15.87145893,105.1036729,62.69887141,281.0436249,542.4477035,46.91433508,4.488938348,5.452335688,4.731620917,0,0.950186446,-0.311682077,0.002870119,0.039941601,0.999197894,0,3.64,3.96E-11,6.784491965
-13.77425475,253.551555,52.93593395,39.01670445,542.7085913,47.76188817,4.671763511,5.674109447,4.914150021,0,0.958803505,-0.284070131,0.03328425,0.047450303,0.998318901,0,3.64,2.66E-11,7.216242641
-16.34400314,94.67893397,58.48169885,70.09996475,542.8267892,102.4918999,5.682372771,6.101843824,5.922996579,0,0.970843016,-0.239716162,-0.019491138,-0.043217226,0.998875551,22.68,3.64,7.40E-11,6.104822526
-25.68729411,268.3964364,20.07542164,321.8641174,541.9001477,110.7974507,7.359859898,8.416578517,7.598224114,0,0.942534143,-0.334109845,0.132919505,-0.110752456,0.984919438,0,3.64,8.78E-12,8.419557219
-13.46911724,305.9843599,40.47867803,320.0359124,582.9588044,124.4987178,6.694733731,6.587900213,6.930323938,0,0.989558511,-0.144131719,0.0222015,-0.09035824,0.995661831,0,3.64,4.73E-11,6.590878915
-14.63042747,63.88168454,30.42178647,231.0064868,541.2526103,19.73213401,5.013802537,6.131073606,5.249156532,0,0.931150713,-0.364634543,0.027959591,0.117470941,0.992682648,0,3.64,1.34E-11,7.961723871
-19.03342871,103.500342,23.36410054,29.44376301,543.8131613,96.26044195,7.504702055,8.67092814,7.739112566,0,0.959360672,-0.282182743,-0.146085552,-0.049315501,0.988042,22.68,3.64,6.95E-12,8.673906842
-16.42487969,258.5803697,67.24543062,265.0696079,542.1108956,96.19268255,5.481145881,5.973766851,5.710832125,0,0.967855817,-0.251505699,0.003655165,-0.032428648,0.999467369,0,3.64,8.33E-11,5.976745553
-14.5673179,259.1181411,69.72766522,99.84134558,541.7802874,56.66143835,4.724570571,5.588991438,4.95302756,0,0.960739114,-0.277453338,-0.010254383,0.026876384,0.999586168,22.68,3.64,1.19E-10,5.590074096
-12.19750673,254.6017775,67.00359212,93.65538993,540.239462,56.26000118,4.661884359,5.597394681,4.888760076,0,0.970382487,-0.241573651,-0.010821925,0.031081066,0.99945828,22.68,3.64,1.18E-10,5.598276401
-24.22460901,323.0455048,28.61161118,326.7158275,541.0202542,127.0458117,5.367290648,4.053535523,5.594150176,0,0.956953284,-0.290241989,0.007821765,-0.127977361,0.991746245,0,3.64,4.88E-10,4.056514225
-15.25336918,49.85631994,36.62756343,20.17134616,541.4722714,121.0432582,6.613055005,7.098938305,6.839286783,0,0.983834233,-0.179081549,-0.04792983,-0.086275432,0.995117722,22.68,3.64,2.95E-11,7.101917008
-16.27477888,75.89701399,39.02381781,332.2215969,541.4128469,69.3434159,6.098348246,6.900830752,6.322537484,0,0.953998847,-0.299810273,-0.089341989,0.01919467,0.995816034,22.68,3.64,3.55E-11,6.902232047
-11.83677165,53.28090052,31.6119811,115.5686355,539.8195869,106.2655183,7.567539362,8.603553734,7.791165591,0,0.988531023,-0.151017936,0.101539233,-0.055762566,0.993267497,0,3.64,7.39E-12,8.606532436
-11.97478134,107.4063621,33.72896173,335.1523541,541.1544011,48.52675096,5.316866626,6.342182261,5.539708234,0,0.960720467,-0.277517899,-0.081644637,0.071200285,0.99411502,22.68,3.64,5.94E-11,6.342735726
-23.4238442,263.6689224,27.44280907,310.88245,541.2766618,111.7121879,6.745005905,7.728341236,6.965503629,0,0.950470641,-0.310814352,0.094530491,-0.09415796,0.991059163,0,3.64,1.65E-11,7.731319938
-23.72094326,271.8512897,42.03777404,322.3247439,541.0960236,99.40268112,5.854647755,6.73648345,6.074966595,0,0.935780542,-0.352583008,0.062572788,-0.054407665,0.996556297,0,3.64,4.13E-11,6.739462152
-17.90810558,268.5947771,44.04298063,26.9654982,542.2082413,57.3991648,5.328544433,6.207446755,5.547051684,0,0.939784266,-0.341768245,0.069378265,0.035368904,0.996963237,0,3.64,2.33E-11,7.360667883
-13.03288431,78.68747613,37.61079184,284.7941194,540.762951,33.83360655,4.872365626,5.936876616,5.088088416,0,0.951372816,-0.308041825,-0.043041947,0.085269566,0.995427793,22.68,3.64,8.64E-11,5.937421497
-15.08214301,257.7889197,51.09552448,229.0587263,541.5698772,109.2233162,6.056644263,6.425174202,6.270616084,0,0.978228987,-0.207528431,-0.029240358,-0.054250743,0.998099123,22.68,3.64,5.50E-11,6.428152904
-12.5615711,262.7792459,35.93178973,117.3817371,539.5878926,38.90757691,5.021601512,6.069439767,5.23307574,0,0.954806234,-0.29722896,-0.058415929,0.081934605,0.994924268,22.68,3.64,7.64E-11,6.069978463
-18.98426999,45.9794888,25.9759961,143.38209,539.0027387,75.40361754,6.964228923,7.960763989,7.174486834,0,0.94073406,-0.339145144,0.139339666,0.011168663,0.990181659,0,3.64,8.69E-12,8.430570593
-11.61699895,105.6046496,59.14390306,132.3480754,540.2450649,106.0080242,6.197160778,6.61655241,6.405280867,0,0.986970977,-0.160898384,0.02055309,-0.041177135,0.998940446,0,3.64,4.61E-11,6.619531112
-25.39849987,89.43841906,38.53486406,39.0563273,543.1345676,100.5667787,5.938271255,6.85489441,6.143520496,0,0.927657902,-0.373431141,-0.069823197,-0.061554599,0.995658452,22.68,3.64,3.70E-11,6.857873112
-15.41317952,259.967083,70.11457508,101.80056,540.0475719,56.33634682,4.818190726,5.571903948,5.022254719,0,0.956779827,-0.290813276,-0.010527444,0.026046343,0.999605303,22.68,3.64,1.21E-10,5.573043429
-20.41953501,43.61519149,31.02471313,341.756535,541.3189224,101.4760341,6.877805911,7.8811977,7.081033091,0,0.955771054,-0.294111701,-0.102355962,-0.059478756,0.992968043,22.68,3.64,1.44E-11,7.884176402
-15.11441651,258.1229362,32.19078915,230.2413652,541.3438492,125.6795928,6.880391591,7.3613145,7.083432177,0,0.98681985,-0.161822694,-0.052125906,-0.101313857,0.993487993,22.68,3.64,2.32E-11,7.364293202
-23.78966441,259.0674698,23.69466607,332.3039261,541.5686431,94.56353502,7.239140092,8.346772946,7.440264373,0,0.933487181,-0.358610769,0.142568611,-0.052417212,0.988395987,0,3.64,9.36E-12,8.349751648
-26.97926876,32.84985674,33.15393726,29.40984668,583.4227919,119.7780122,5.062537345,3.986998492,5.262598798,0,0.938290655,-0.345847721,-0.006705636,-0.117471878,0.99305357,22.68,3.64,5.19E-10,3.989977194
-16.7094067,312.2779398,32.44980794,189.4508364,541.0444957,53.67129667,5.590221241,6.529517383,5.789766416,0,0.938856154,-0.344309631,-0.09680168,0.058144804,0.993603853,22.68,3.64,5.00E-11,6.53026358
-14.0769835,92.68146291,23.65285907,217.0529412,541.6379341,53.18876199,6.002346258,6.97235118,6.199862914,0,0.946157972,-0.323705254,0.128734278,0.081077052,0.988359245,0,3.64,6.59E-12,8.730887514
-12.44767312,302.7855118,79.06546364,263.3433718,542.1650495,86.06706055,5.610955994,6.527764128,5.807407532,0,0.978944691,-0.204125675,-0.009577806,-0.011691709,0.999885778,22.68,3.64,5.00E-11,6.53074283
-15.02642458,305.1912284,40.77932454,95.15913128,542.2663771,36.63140552,4.844955651,5.8496688,5.039384902,0,0.943764094,-0.330619622,0.044303441,0.074293874,0.996251788,0,3.64,1.91E-11,7.573538457
-12.66160748,253.34428,57.26813361,113.992271,539.8100434,54.22104424,4.791571146,5.716922214,4.984096907,0,0.966815731,-0.25547474,-0.032456992,0.037205324,0.99878041,22.68,3.64,1.06E-10,5.717719587
-14.83882013,264.5790727,25.03641509,31.12045214,542.9116415,50.9610931,5.875614619,6.840876405,6.066213097,0,0.941511856,-0.336979859,0.119808868,0.082108054,0.989395827,0,3.64,7.57E-12,8.580195178
-15.24471232,266.5059085,52.67998013,58.26906136,541.9485756,43.57827961,4.642601372,5.595356549,4.832942487,0,0.950037373,-0.312136171,0.028061386,0.051220299,0.998293063,0,3.64,2.90E-11,7.123460787
-20.87344954,100.9938815,79.07695369,285.6151105,540.8903722,58.24229785,4.772049173,5.579375879,4.961913371,0,0.92891415,-0.370295155,-0.00122089,0.015015462,0.999886516,22.68,3.64,1.20E-10,5.581182965
-15.90453921,303.9849384,42.65157778,38.3570881,542.7322108,76.13750582,6.236397177,7.293125449,6.424604597,0,0.960262083,-0.279099859,0.08140205,0.004306757,0.996672041,0,3.64,1.96E-11,7.545142489
-16.1501218,103.7272894,49.01713714,35.96150614,542.7042355,91.62677935,6.125327617,7.117945518,6.31309349,0,0.967341571,-0.253476397,-0.060864295,-0.026086945,0.997805096,22.68,3.64,2.90E-11,7.12092422
-11.85530679,305.1757658,25.41391964,220.3656873,540.87677,89.5298984,7.814148375,9.039497547,7.995899775,0,0.981652447,-0.19067898,-0.141905344,-0.017031925,0.989733695,22.68,3.64,4.95E-12,9.042476249
-12.20909859,262.5637621,28.17035458,51.22184415,542.3742645,33.30905712,5.324795736,6.375480344,5.505850406,0,0.947912931,-0.318529552,0.069937038,0.110062476,0.991461074,0,3.64,9.76E-12,8.3045788
-19.81586032,98.59889375,42.04927939,62.17327079,542.9392985,109.5763083,5.988817768,6.60970454,6.169780913,0,0.961475378,-0.274891065,-0.048303046,-0.067665737,0.996538089,22.68,3.64,4.64E-11,6.612683242
-11.42578258,95.19862203,58.86443047,26.31666591,540.8066856,90.74716017,6.144111224,7.130203576,6.32375327,0,0.983402047,-0.181439834,-0.043293589,-0.017139884,0.998915357,22.68,3.64,2.87E-11,7.133182278
-13.47278479,308.2630854,27.56805939,84.18885748,541.8712077,43.3505083,5.549600953,6.54332192,5.726283151,0,0.946117836,-0.323822544,0.09507626,0.092972733,0.99111885,0,3.64,8.97E-12,8.396472309
-16.10531435,105.1871738,69.77972605,15.21044037,542.5241609,74.91968751,5.431286278,6.49827129,5.607924217,0,0.960789701,-0.277278109,-0.02872164,-0.000249855,0.999587417,22.68,3.64,5.14E-11,6.501249992
-20.33439421,308.9429882,22.53965707,238.1676212,541.4768625,98.74076938,7.572626448,8.648909923,7.748959426,0,0.955720706,-0.294275268,-0.146565063,-0.059567042,0.98740592,22.68,3.64,7.09E-12,8.651888625
-13.88082789,259.0522846,44.15210771,43.81052346,542.5733547,42.6090936,4.858786487,5.827877606,5.033331264,0,0.953705457,-0.30074225,0.045606711,0.062840261,0.996981008,0,3.64,2.00E-11,7.524400951
-14.42250266,103.3507283,81.5492027,275.2047658,540.6746907,67.21597258,5.125250157,5.886843355,5.299500281,0,0.96556144,-0.260175143,0.001648725,0.011482813,0.999932711,0,3.64,5.23E-11,6.482746714
-13.44310371,97.66570311,33.37565377,124.897419,540.1789793,126.461793,7.103820595,7.456522106,7.274555638,0,0.99064504,-0.13646393,0.049154151,-0.097749441,0.993996437,0,3.64,2.13E-11,7.459500809
-16.23871509,102.2779983,25.29329637,35.72957551,543.244,103.0610607,7.669998646,8.707363535,7.840681411,0,0.975117107,-0.221690387,-0.130099356,-0.061798791,0.989573174,22.68,3.64,6.72E-12,8.710342237
-11.58092607,255.3937699,34.42598832,335.3898634,541.0511795,91.54029459,7.251237263,8.400399172,7.421724497,0,0.983371954,-0.181602865,0.103884755,-0.020511003,0.994377824,0,3.64,8.91E-12,8.403377874
-11.2824521,56.46773457,56.34191624,235.0548294,540.3010463,45.07283886,4.560578346,5.529964674,4.730853838,0,0.969392158,-0.245517503,0.001275428,0.051115073,0.998691956,0,3.64,2.57E-11,7.252654171
-18.34855506,101.0417848,22.96431627,121.1634943,540.0290319,134.248703,6.9146858,7.283934686,7.08475024,0,0.985031707,-0.172373244,0.051549362,-0.146716806,0.98783442,0,3.64,2.49E-11,7.286913388
