sun_alt,sun_az,sat_alt,sat_az,phase_angle,A_eff_SA,A_eff_chassis,calculated_mag
-10.971022466187076,32.2792343682912,72.82949658746085,333.63635381605235,88.22261962,22.68,0.0,7.645626991448095
-12.184198082404302,123.4854367603216,27.258421453514384,254.25714958553937,48.38566764,22.68,3.64,7.482239632180042
-3.964685013809426,244.76380226964147,43.65930623455959,338.3732169540334,84.65404884,0.0,3.64,12.057715788376047
-0.9669564941030157,26.51614942007081,82.58549735026818,96.65410125663428,91.55310808,0.0,3.64,9.570111423415709
-3.0992172948169303,29.99725858303036,7.848089927711103,127.063738808819,82.58398118,18.55609614,0.0,9.215616935896842
-20.53349965549246,137.89999003395468,36.43413859454402,241.8326476117336,67.06270044,18.2305287,3.64,6.505504218385596
-6.676084995835596,36.90794268401032,29.34661075009597,196.84040954076028,29.52099799,16.7294847,3.64,8.066819030863574
-13.40845693873968,86.65039336874337,74.3854294060782,8.187493467732983,80.15594426,22.68,0.0,7.748591867532242
-0.9905463251781468,355.6080225878395,87.81400987622544,6.199162278938544,91.15820956,22.68,0.0,10.946770986143989
-11.776680454751771,216.1797546398033,17.364884888897432,1.2741013413875428,34.1922472,22.68,0.0,10.045113704106063
-8.34679643233409,312.08201538802496,67.32586680793231,290.5089095414354,102.7527059,0.0,3.64,6.984212665437509
-9.464114757781145,96.44690869964748,36.19103905736234,150.43363344628182,111.7756751,0.0,3.64,5.35860533800816
-12.77208230629092,352.86864120619754,85.7590775705755,83.95899069389424,77.18284875,22.68,0.0,6.596679263590731
-14.41942658832395,307.691309756912,20.12317395070244,209.023469484792,77.1311197,13.73278852,3.64,9.124182887603757
-1.1488324060737178,331.5578529691131,60.926465210846594,41.121725824040034,98.74934021,22.68,0.0,6.633122177665523
-23.325140980694577,77.02873757475389,44.09234242680036,8.081558507536604,87.78847454,22.68,0.0,8.801442668867809
-3.8472699035781073,349.33860200264763,86.24611481659473,323.0437828164778,89.51933453,0.0,3.64,5.059944910748682
-5.217573548979447,119.25732646523564,2.138912692212933,237.17886639335603,62.00523186,18.4192232,0.0,9.906193994853144
-17.73909307592051,121.47587814609818,18.8416870813203,1.4505838078618032,56.67061777,22.68,0.0,8.755454078585815
-17.556191573322575,45.82893209718743,73.68584593400115,145.39948887357363,70.48680391,0.0,3.64,4.714703589873395
-18.962955566620824,1.8484925513718184,89.00370730411811,290.2363252252421,71.35398334,22.68,0.0,7.117094227927683
-15.126805346649215,299.46799589710906,89.40600372894752,89.47043228151443,74.35897708,22.68,3.64,6.404106733448359
-11.143709665062811,23.942885504372985,80.12338133078067,140.79253913749938,74.54890141,0.0,3.64,5.157451071335757
-18.42626235498554,71.39881476768916,22.105454460017945,156.87689280058925,87.15431909,21.2480608,3.64,7.07785092114043
-21.34868799259812,63.19977759637804,41.252076291583975,140.6875353559505,84.93206319,0.0,3.64,5.962689417050794
-11.437209904173589,280.5979008933041,30.960924432730607,30.980666657271065,66.74977778,22.68,0.0,7.994226912096237
-8.391298258050078,306.4506015282528,73.11280654094789,247.01714683326128,90.37260604,0.0,3.64,11.228309047836063
-4.409582188761985,356.3330252255036,87.358676863324,6.3184565736178335,88.19184298,22.68,0.0,9.405250616771049
-2.012112650225849,7.774193106538381,42.11807597191645,99.18413527989632,87.60504075,22.21936199,3.64,8.549626130407264
-3.6605571975282847,176.63681843060803,17.106582875045042,358.8039916648478,13.6131066,22.68,3.64,7.7543756300543345
-0.5909164091270229,143.62895639269203,33.39853825068707,271.08351298380154,59.11235121,22.68,3.64,6.940952267168688
-15.0452763010824,263.8268779481993,31.97740157184288,6.983487636937904,71.09941032,0.0,3.64,12.755764163262867
-19.88145630009884,31.495612950536376,62.77921060668922,216.40723167973988,43.03054464,22.68,0.0,6.819630319242559
-21.662401264479445,295.3916543027346,76.11267071176981,260.686174204632,79.92310888,0.0,3.64,6.243923386811238
-6.918576146502749,5.791533460253885,88.78928929248465,193.2213094022368,81.88090569,22.68,3.64,4.715545397326519
-15.418796065517022,18.198825338217667,87.75682242189369,238.0922442947401,72.86535791,22.68,3.64,5.681602441052168
-8.906794090433657,114.97746157743067,44.04987813956919,354.15908420635964,61.87283934,22.68,0.0,6.3959525393617405
-23.61869574828108,80.82581608099537,81.01675332738259,65.77332956263488,75.07367015,0.0,3.64,6.5830836414329195
-7.959065929750644,138.9855306410755,15.680098274312725,10.60484928725639,50.99103024,0.0,3.64,8.411644515865186
-13.921526421260095,99.95553357752074,54.21597749395631,153.82353263163105,98.01790248,17.43322712,0.0,8.27361193114042
-1.1896648247742967,22.06892040112486,82.18097139701594,350.54457614032253,95.47277932,22.68,0.0,8.627080047341233
-22.96124424678002,329.75623736082014,47.805839348996194,287.8406311629469,99.85592385,0.0,3.64,3.2301748725244908
-3.4148033457212743,355.0651614956268,87.7963220377674,315.9336849803544,88.29542724,0.0,3.64,5.678128463541256
-0.7403774578999739,174.92377672236006,47.91630477423879,307.72106094216934,62.29620045,22.68,3.64,6.462271212997418
-15.191549184291324,154.37634743944622,64.21492103251013,238.67569231906705,78.79870052,13.93018062,3.64,6.142361253707056
-20.405118529858512,28.17581798322268,59.8090130698446,98.78811729651088,81.66848624,22.04411038,3.64,8.157626100866905
-8.384552646416557,137.59735778011373,78.32244334733589,192.3059452929867,88.44638885,13.17076098,3.64,7.55741495349331
-16.15655168728338,313.4631259285758,38.569380672601774,226.28488891083032,82.1536836,18.36041312,3.64,7.175972347948023
-2.840770406848524,9.7620283805743,83.4208252019557,103.65598834629616,86.7320586,0.0,3.64,7.595066565605401
-19.165658548467125,325.4899720728552,82.47046818824263,241.58328836476588,71.80021394,0.0,3.64,7.172512193509046
-6.790893627507812,129.73630357490725,53.57000121878361,30.088589476990297,78.81589603,0.0,3.64,7.678105580385374
-13.893019704488164,2.9378664012911893,87.00042698952595,103.24539218511364,75.58933858,21.95470266,3.64,5.891240744407394
-9.082434380430168,15.701401554448111,89.00984084649048,217.51262483487145,79.9984846,22.68,3.64,6.247127599446508
-1.329435139001311,41.70807892825477,75.73403223803365,314.02210953039867,89.28158123,0.0,3.64,7.157935559038153
-19.31436488646615,6.793082339235879,86.26160132657523,283.3744037235463,71.15585949,22.68,0.0,6.328335046789339
-4.944291347117168,154.10169625812324,13.7284553794752,283.5915766336792,50.51106729,18.76,0.0,11.258516775682692
-9.543216099827456,61.56416321159666,66.96588710941526,240.345933952839,57.42860104,22.68,3.64,5.348415925212637
-2.599090123258798,1.5502397216532522,89.18233264097971,262.63586489806056,87.27446827,22.68,0.0,7.265821232424755
-11.612926779140546,309.22807264914405,28.18607170478917,201.98811944437367,69.45377295,21.27356699,3.64,7.72094329250249
-12.194510775776456,35.8144092812766,45.32911122521552,179.398189361525,45.31552108,0.0,3.64,5.778811373503686
-22.254302898559143,90.2678528355693,56.711500011901165,133.61912456693156,93.02657535,0.0,3.64,5.414013299196569
-6.0585940117746695,47.553929641150326,25.697492417854864,211.35137085465584,25.00932746,22.68,3.64,7.143589874272176
-20.542596260732942,255.979537548315,57.21983263559376,253.48980995727845,102.2095141,0.0,3.64,6.780912005364373
-21.23796717243766,71.96141549624741,86.78097497548589,153.17619000713648,69.28762351,0.0,3.64,5.714597207886822
-10.239951047334827,63.33007263513908,63.41014565228672,126.1832859778178,92.40746603,21.27512339,3.64,7.132878231886473
-17.504086707807843,66.68056378709736,49.58933026057563,329.4833941517492,72.15333113,22.68,0.0,6.825667292857588
-9.232401035714384,125.21328494691107,14.131630148577557,308.9607390076305,6.12051033,22.68,3.64,7.302966428501257
-3.99125616946392,97.63956004770937,21.428363679874657,195.78298798582367,80.96897987,0.0,3.64,7.931915029797571
-5.92184529493647,133.11200459998005,59.102356448251314,212.880515364596,90.12575306,22.68,3.64,5.4971468933904335
-12.527828505575965,334.8077002486765,61.41080375524908,240.42333252422085,76.92789524,13.17080183,3.64,7.0799376829680405
-19.65546927233179,331.14581190558965,35.69409270222081,261.1640078081134,93.75894777,0.0,3.64,6.738147907353268
-7.662179033636409,102.50967959269953,22.68623750504182,333.4590282029931,51.13421449,22.68,0.0,8.085837159514043
-19.93344943765824,194.13939309144808,75.17135875542748,122.45994039562206,75.28881725,22.68,3.64,7.137451067396558
-12.058619893553296,196.5402709080288,19.08462580495719,54.52883370399553,37.18508671,22.68,3.64,9.879236172581718
-9.63478028916525,72.32071968091955,58.3338177770748,111.97960161502152,104.8329219,0.0,3.64,7.074944018921061
-14.829275045945415,38.79829142031675,77.66642765251231,251.499668726199,64.92575946,22.68,0.0,6.433504138471965
-16.20339409052129,121.8972954829898,66.88653283570234,238.1126826187393,64.96514867,22.68,3.64,5.606899235221028
-9.023555278696003,41.59811006437491,61.24900041078581,200.0723697320104,54.59005775,22.68,3.64,4.955093212831606
-11.0717975450055,136.4961078008242,38.91564992150115,331.646812607928,30.94261684,22.68,3.64,4.652892459316544
-3.7417693425359504,102.97229021898008,32.8840044884326,267.3461991082967,32.60113719,20.44469996,3.64,6.593755888954672
-21.280330173838472,227.22835780520668,81.46083430244217,191.27460267454632,75.70549731,18.73651419,3.64,5.641205398420089
-10.785651874107616,2.678066597206194,-0.2950046410337471,256.6968552203789,74.36600648,21.79094504,3.64,9.838328352867343
-17.362581422432875,138.42791196182247,47.37965620963223,289.5163247861254,38.24898281,22.68,3.64,5.79107370432252
-8.915315537212882,33.93411550127435,13.25438915942639,228.0999774286533,14.55821632,20.23717789,3.64,8.185380549702906
-0.6937998879069353,115.15784839585736,26.53013392158145,194.5192405486173,99.19256093,0.0,3.64,8.093272111389565
-8.448192252951246,193.7002529795978,27.966099603002924,342.0877802898468,35.61975997,22.68,3.64,7.352218581142545
-8.678038365780631,21.77847426793817,71.15259073307104,291.4759183500045,81.69292864,22.68,0.0,7.263072195023625
-15.190240665496358,1.4392462348422137,88.47925862079296,133.9571525531538,73.78506854,0.0,3.64,7.529919088600012
-2.699289246415025,81.50730135590645,55.47315851937597,331.6606388607101,76.64323899,22.68,0.0,6.484172319752325
-4.06199175897738,193.8119944919868,60.306333659179145,19.10707566279316,56.38952953,22.68,3.64,6.841505333659105
-19.426864115208595,88.58404935451094,9.648841411302811,154.12175240586097,109.2230661,22.04354001,3.64,10.375942536533305
-16.777320967817186,50.28213305646312,25.58806398416776,170.2219016791812,56.24466033,22.19405965,3.64,6.15038147541838
-12.50378311548819,43.32086785000474,8.48018498052076,329.6830245041928,103.8919694,0.0,3.64,7.715189380165171
-12.320542411992724,9.927413097921034,31.1514891002228,216.96162940970416,31.22704983,18.97337763,3.64,7.525827209080877
-23.718731786214924,344.1736559593359,75.80793851600437,316.65602995240147,78.99465697,0.0,3.64,11.604062124176904
-9.747613325775918,319.3487575123115,33.63196356603797,209.24853836855348,67.92747725,21.20837619,3.64,7.994515247721666
-5.250913465976458,358.4951802655209,89.15518074149551,273.65366831752,84.82561007,0.0,3.64,8.262519478214449
-5.69963767513417,273.0884553038849,20.02541464118174,6.520618106354344,84.83767294,22.68,0.0,10.799884237819462
-13.062741188369294,29.15071438858346,29.230502765708813,168.83202825558118,40.66609008,0.0,3.64,6.515069749242231
-12.135377885034332,82.80004597836242,22.62576058404533,262.91192186683776,10.49092405,22.68,3.64,6.559275735411036
-13.580511029546084,330.2497003811172,49.42431389062787,230.886828312236,73.66746602,20.48143894,3.64,6.640001879743158
-5.881194349598383,32.91256601361022,59.15373620334088,358.26006305749416,109.3654925,22.68,0.0,9.567772079041957
-7.729585945646501,348.9588171082172,20.24176764025865,210.5877547574438,42.14389909,19.64533678,3.64,8.572559787662625
-7.829751341838174,329.1274047611682,68.82952798196757,68.86144092030715,79.19150265,22.68,0.0,11.819500484892632
-19.343407942001768,41.30572439316534,45.416517629437614,134.47823179559674,74.18301369,13.16047822,3.64,6.27302220811997
-3.535037846788267,44.08404329286359,67.10609208944665,101.72115925178451,98.68718191,0.0,3.64,8.12809144752775
-18.91856589665055,109.57447870556184,70.50802580794311,294.5759669179351,51.67728711,22.68,3.64,5.40405035842955
-5.598927586706173,86.851889182108,25.36211200479005,202.8840589523853,64.12082481,22.68,3.64,7.200806417133477
-11.134843342778732,70.69769702123952,27.12251368539896,148.85661580539403,95.22995542,22.36433833,3.64,6.834865715349325
-10.17044343931691,13.039638595942458,74.92751479731515,139.6714752479096,71.14204351,0.0,3.64,6.787093809762911
-5.4018934525847175,81.88075574453396,26.7594182189016,226.8448253856228,39.62425881,22.68,3.64,6.978260503697452
-23.40564828290045,254.01251728934704,28.36955110721945,284.22922487239504,120.5993777,0.0,3.64,9.883740267417384
-5.772532926513666,202.4558242484577,29.89602765609487,46.37307678363266,33.00716793,22.68,3.64,8.621074224897985
-13.633588171356676,98.9270808303812,68.24480863130208,3.072973926482562,75.18717385,22.68,0.0,6.803027156780771
-27.3058402254266,97.6688275779501,7.4211492274362545,133.48282381875475,130.9403543,18.67868893,0.0,10.02262206825468
-4.053767729643373,124.34515311805534,74.8901156866256,264.82376972232373,74.40571124,22.68,3.64,5.944520194845756
-5.4260045419129925,71.97155361196528,31.750025659310165,235.1548659196928,30.67235881,22.68,3.64,6.4914020865978115
-18.01842597197461,136.51469914121108,39.4891000227689,347.3014558466713,34.18956014,22.68,3.64,6.053619937500977
-11.53691188299927,23.396995053765508,19.1669691778708,217.0235304480445,15.18271358,19.5413114,3.64,8.045955516058052
-3.9662874730156914,31.66689432686022,84.1779011931758,159.25515926198372,82.49913431,0.0,3.64,5.571029719486413
-20.864294520831965,24.155060128686472,84.88878714737558,197.6778655568949,64.05835491,22.68,3.64,4.007484305857543
-12.48742881523611,347.2489934517752,75.07148968132374,263.1948966727405,79.46287353,18.36396975,3.64,6.190888165856844
-6.85705966888048,111.14040947706695,25.40232951300808,300.24733692848235,20.48440288,0.0,3.64,6.841834399620213
-0.6688678392686892,40.120922631231466,77.0564815304181,105.97147843349578,94.60323548,0.0,3.64,7.8627347412403115
-4.419301300956106,46.3300999724672,67.31377035392224,290.09138337798464,76.04841298,22.68,0.0,6.18258687613012
-16.613555869293833,0.5794006241169818,89.8737955194443,132.29829120367572,73.30248117,0.0,3.64,5.344380507547855
-14.17889709488984,270.60440009759395,33.83602782145766,54.67092826531057,37.95748263,22.68,0.0,12.623248340417057
-3.7756887880147256,135.82623074208598,74.71427728625211,311.2163557812551,70.99016714,22.68,3.64,5.953511656229711
-21.922919811635435,69.30302867924797,72.31447668543157,165.8976882042223,67.16495954,0.0,3.64,3.9068959174731117
-5.878634198817376,89.29094586386019,56.09327540909795,111.11430668584242,115.4762215,0.0,3.64,8.092890859184177
-15.120130974236687,358.4808799799091,89.33578804150751,325.41961054956886,75.43684197,0.0,3.64,5.030539604271892
-19.636374606853632,320.0046750556739,34.926654724321146,203.4994200059245,57.51919982,21.20019068,3.64,6.771525988907232
-3.633575411599466,180.0,82.76527599125423,270.0876515151501,86.3843534,0.0,3.64,7.146861360177976
-17.487610219166598,195.98699986893268,67.6622920251628,117.04598820449525,77.97048148,13.73278852,3.64,7.190733140943626
-19.29255896313784,38.353159191702254,66.29394261437727,214.27312047762663,47.07667817,22.68,3.64,5.348534626815498
-6.254283951046997,77.86575467434395,34.935500407362504,159.72906524405423,93.03545709,0.0,3.64,5.397569681795408
-1.5080774971814834,309.8949365908153,2.1915873780562283,95.73764977002229,34.14557753,20.96281821,3.64,12.525154795381619
-20.46861240150733,93.83198201643224,47.48075018938994,157.75051929828197,91.18205273,0.0,3.64,3.416474318227341
-10.68086393159806,220.16661837446244,46.94165214375925,32.79970828997719,36.79390282,22.68,3.64,7.003603466826707
-16.10263320437803,43.32293415988724,73.47291441531112,251.9607824800113,59.6173209,22.68,0.0,6.099929705827475
-5.145999334617604,10.482417039800843,85.26116406283245,238.4673484409628,81.69398034,22.68,0.0,6.5107387323510935
-11.505593838764575,291.5679743003669,82.07891529101892,80.96579659243574,71.71207821,22.68,3.64,7.068900665863541
-2.498281901838852,43.34993610286294,74.64510494624274,355.3142498961449,97.75049356,22.68,0.0,7.910470255546849
-7.007114566937311,206.1459666032492,64.44863930961014,6.740763051934637,59.07999131,22.68,3.64,6.33330510415854
-18.66104335631585,118.78385587842246,44.41983651342262,224.8222726919712,65.73833031,22.68,3.64,6.277007245361121
-5.147481644532467,57.6568190423277,84.97327506396581,190.4073401586865,81.45349368,0.0,3.64,6.233930150024998
-10.39016996633938,33.502034457378365,63.981284422525306,264.4232406599371,64.27407057,22.68,0.0,5.145744820895385
-11.35069675836566,92.88320363383836,41.9576514663506,31.94241854464686,102.8585462,0.0,3.64,8.097078730354962
-13.88259952604005,157.1269630898596,33.20356919440479,16.109901944634235,40.28742428,22.68,3.64,7.377296268522934
-18.18579349285755,102.29132741209123,52.81929060654416,229.94805377088068,53.171521,22.68,3.64,5.714982963666699
-15.31366071169482,337.1327273610796,77.73662935749766,31.99842386039252,81.94183528,22.68,0.0,6.550980659170953
-9.062583366042531,78.5845826290846,33.177359730638265,272.6378805849688,27.37813486,22.68,0.0,3.968854085307145
-4.403486299764538,194.0328550064842,76.83616212925392,315.1012977121535,78.93390725,0.0,3.64,6.409465392866432
-14.127593190862058,328.348841463112,49.09377604854254,253.7734379009056,89.10744893,22.17516394,3.64,6.230602517135885
-22.036961930436355,11.044897903478295,83.72623163066778,247.86993349481355,64.63480971,22.68,0.0,5.548803977521183
-6.810937198337444,136.84258103157464,50.59943740363351,317.1877599074421,43.78944719,0.0,3.64,6.168099913256986
-11.494117873353249,78.84841588253218,42.85215235030166,260.625172846458,31.39604292,22.68,3.64,5.697622598326351
-18.49531240662088,60.76273481236149,73.57147440202152,118.69438914074586,80.68430377,0.0,3.64,5.8983045051945515
-16.643751146976456,6.484714647831708,88.3796601984743,243.79008598842515,72.48596004,22.68,0.0,7.234981308227605
-3.237560298307004,80.27587118118156,87.85984280875216,34.63572635692796,88.25973407,0.0,3.64,8.19440677440568
-19.61482035021262,163.80436619775713,61.80094080043239,5.421306369833081,44.79263812,22.68,3.64,5.443469014008024
-6.880505672271247,308.6857477439959,76.18419475168439,144.4862810485239,69.85137211,13.17080183,3.64,7.864481032755021
-11.663054111401532,70.819377136733,33.407123222561225,248.1861323520868,21.87719392,22.68,3.64,6.071389752605686
-7.070605315363503,16.452167582522545,25.10556195904103,231.5419227719952,38.04360117,20.10984354,3.64,7.784624241664463
-12.99356803231217,138.69722308432887,35.5265037513845,243.47815831223872,70.55107566,22.68,3.64,7.539628490882705
-7.043349179147741,316.59645692206897,53.27150370450142,19.17335547581068,100.0826485,22.68,0.0,7.288483800270809
-21.58638047407629,346.2658374507094,85.2414039487115,53.22037123404196,70.33997659,22.68,0.0,6.6562624413980656
-2.450450519154709,311.2806378501223,44.34171166367907,207.9885012483416,78.80403215,18.69413783,3.64,7.745547741074405
