sun_alt,sun_az,sat_alt,sat_az,phase_angle,A_eff_SA,A_eff_chassis,calculated_mag
-13.111276644490342,86.20642818059147,72.45598937300714,312.98342569792754,65.33279915,22.68,3.64,6.028592578962968
-17.628954442995443,22.77842306779741,68.23569685428862,153.1103275117311,59.3379333,0.0,3.64,5.6670503834089905
-16.263612602148825,307.543070808533,45.07191030037861,204.39724146436672,69.3617238,18.6614751,3.64,7.1577372419701994
-13.983248345111829,23.16864013767549,72.5848349699654,254.17584735453755,65.58748946,22.68,0.0,4.984879462949358
-21.78180244696293,299.0660388627852,52.00223750701043,26.749371566665737,74.37680063,0.0,3.64,8.20659278374038
-11.877432026614969,31.901782209712803,65.81493425544315,254.3399194391696,61.07721739,22.68,0.0,5.190747540253412
-12.98322136104755,133.56350398906434,71.67289234200538,108.22487010049976,93.64965771,0.0,3.64,9.314427261395204
-21.865830034894845,40.78431800609337,58.082257120737104,134.9367838608436,69.411439,0.0,3.64,5.7937575299522495
-9.353826899653276,69.26436502707331,36.97390055646691,118.44303630760557,114.6800421,0.0,3.64,7.375582548072082
-12.750205241961227,83.09626204912281,40.56605062761385,330.907830587942,64.95434801,22.68,0.0,6.911455662976223
-7.978747664010297,114.78542314780152,56.768317301369954,147.27074574799474,109.9801791,0.0,3.64,5.014059728445379
-19.40500522359745,208.63828190222245,40.558322360168695,319.96114095909235,61.53648054,0.0,3.64,8.379717656938965
-21.874512757415207,295.8688154866495,49.41354631663967,359.8095789005118,88.98501231,22.68,0.0,7.845812554739545
-15.228973536468832,31.3422095114796,45.783243422300046,140.8507002068058,65.60844005,20.54881889,3.64,5.99121609083618
-21.75035721060059,18.25758001699889,75.54893032116807,94.5317138099696,72.31152554,0.0,3.64,7.678562113300319
-8.987479482548643,330.113000295184,80.27103668481362,252.3265061827389,83.18518998,0.0,3.64,9.670483765082158
-15.62110575260606,19.30245143728205,78.39523711823593,186.086328828736,63.10425681,22.68,3.64,4.501304685775774
-10.78035822420247,91.60929539681918,22.653362301774795,317.7949093263023,45.59881515,0.0,3.64,7.062603017313441
-14.592533787420978,64.61632909427259,41.08192006288965,149.5259361980329,84.21253019,0.0,3.64,5.399936249998748
-17.10768826809642,134.27180535017797,56.94787922351348,327.5698020846858,41.07436176,22.68,3.64,5.459126953466125
-20.367693457398747,30.998328693266767,54.28159377043017,116.77835461711918,75.9775861,18.60119187,3.64,6.662663979055974
-20.73595631203879,301.0241021215816,27.151707574878547,210.2430570813636,80.04242289,18.35538092,3.64,7.683463336502253
-22.10075321800055,354.5107502410498,85.58127567550837,258.2374741646058,67.48543386,0.0,3.64,10.289827949366817
-11.022915088204336,334.94203390518857,56.128619144873454,226.3375712039408,70.53205778,21.20837873,3.64,7.744454959336453
-18.89437913015612,22.92924387248378,77.77570734188984,232.63916402835545,60.62798947,22.68,0.0,5.951629673311501
-11.1243047843467,23.093430724055697,76.969601599652,203.55255694915547,65.84574285,22.68,3.64,4.7790305526933725
-18.604543914208687,9.371839809671965,86.07885483864712,214.23290017261817,67.8463494,22.68,0.0,7.142951854658939
-14.354116916273254,211.6657314062857,62.7245237726914,338.2889863910869,60.97469736,22.68,3.64,5.559607994388731
-11.628807021238044,215.78994655629057,73.93441981043294,91.18956703340676,69.65832452,22.68,3.64,8.157487528262777
-14.593878348186882,4.9501588476359135,87.36398219652808,279.356443634829,75.62424891,22.68,0.0,6.593539183893988
-11.827196901678512,115.8865955766803,28.970713081638408,332.9080925993902,38.46863824,22.68,0.0,6.855388771930456
-23.15472764963443,339.1280363057519,77.5084959381086,308.16436858549,77.6797139,0.0,3.64,6.5103225015170585
-14.44363183561269,54.31358222237107,76.27210835827137,172.2043912271122,69.52462395,13.14825945,3.64,6.570336294283418
-23.695687796500707,180.0,56.95584829344338,234.5175865635777,87.30340736,0.0,3.64,5.619476293386203
-0.6526924789154441,346.48006631695665,20.59906162916914,165.94625102220704,19.95319096,17.82534367,3.64,10.858514749734464
-5.562722841865703,5.456112580079432,84.571674841841,167.32721717959774,79.28162881,0.0,3.64,7.213388894654046
-19.65989234436049,23.47156016076785,65.46896592271742,120.76254420823156,69.16442323,18.72200713,3.64,5.965372413975305
-7.854488834936997,165.1377455665649,32.241976556202346,246.37847842379105,93.13488794,22.68,3.64,8.751114995301894
-10.240182430665731,111.83844241613455,0.9791695680372569,151.4638968055012,139.0089859,18.47337964,0.0,10.354218975816556
-11.80647140382679,63.70144854416009,47.86810733306898,359.3340196842052,97.60412835,22.68,0.0,8.185457839855072
-22.436992783473528,34.78826529388789,81.54744514227554,54.98456650142936,75.52178657,0.0,3.64,8.594173331416256
-3.901430835049681,260.4319184982909,18.181221758038937,13.4355289571418,66.94288867,22.68,0.0,10.72276341384131
-5.283749662115436,84.30875667794734,29.16644767717316,247.0879150056921,28.90796512,22.68,3.64,6.477620867835813
-12.276633193989186,26.831097061887103,72.56128446468558,197.17572529293432,60.55793779,22.68,3.64,4.942209768174555
-6.550633756928093,26.188376456682327,78.29559941619796,282.8381072075237,80.89495561,22.68,0.0,6.459712091277269
-4.797752381789845,46.934582153746376,51.72787331279724,200.0707015727584,51.95499294,22.68,3.64,5.4930712911086825
-7.531944042264618,40.455128314597815,59.6271314872874,218.28559912113528,52.12127421,22.68,3.64,5.648335342172198
-9.812050927238529,138.9432274583225,21.179086031188863,265.9923851086961,52.03678468,22.68,3.64,8.391779276508716
-18.17857316484851,103.47584181785462,21.09288276571172,128.51415193738646,133.6976924,0.0,3.64,9.160970400743313
-16.670615830200365,331.05620676574574,70.21757000221237,257.5571048844151,79.75544552,21.91933995,3.64,5.645856105756909
-8.877964134056182,124.272614050759,48.3578934324665,328.21082403185545,44.32595308,22.68,3.64,5.566693311870767
-21.663125364307124,227.87066655283024,50.01116826717362,247.82749654404225,106.1738995,0.0,3.64,4.506900915423283
-22.551873624768835,1.0416935428644398,89.57134814713935,257.1188480015711,67.34561495,22.68,0.0,5.965944911749828
-22.91187572912788,321.6678458719217,65.72859431772262,22.35480245268131,80.23931448,22.68,0.0,6.2301785550312525
-15.191450793123517,318.10636685448065,70.50926906896463,42.89614288577472,77.42083465,22.68,0.0,7.575095900861947
-13.913503947431924,37.557269338082,55.12287033433412,162.2982696492878,59.09834301,0.0,3.64,5.081352326232356
-17.683076031024918,3.641932901548029,63.89063758375881,139.4541827076278,55.01141857,18.42253017,3.64,7.3711993669208065
-19.605743587851,185.75600940824845,37.33810785245601,258.60930976581096,90.99114152,0.0,3.64,7.8793104387366135
-11.271982198167482,103.04912301984793,28.90684033452502,201.0823064246572,77.61607397,17.06368569,0.0,7.813479595950468
-10.5329652845489,5.669708785252499,87.18669126643546,172.3906274054956,76.72968871,0.0,3.64,3.636904797785527
-0.5128791738959265,87.30875909998149,26.224253960526127,270.9350239606359,25.9475584,22.68,3.64,5.1286128147065995
-13.55898047040573,325.57966125582533,88.4604706446947,306.2986396906993,77.89471897,0.0,3.64,6.1546427415430145
-0.7360188134796466,21.886286091236087,74.33903333274459,108.73605371664608,90.14121438,0.0,3.64,7.267576515964657
-17.90432776753937,176.58048669670697,51.24411370730111,82.58575092314356,73.66593143,0.0,3.64,10.160136759610053
-9.465148829444251,336.4530120806433,68.94594098031574,41.29241424354042,89.83889686,22.68,0.0,5.132524657326382
-13.665729554621644,358.1631274409308,88.84294496035831,27.324516654669416,77.34532492,22.68,0.0,6.630916025528498
-28.534168263865105,243.9575739577104,37.20106119624839,245.86898123347103,114.2403028,0.0,3.64,8.180132674628924
-16.774506777952496,238.8439199875532,81.18251469960357,194.20586789342312,79.58578708,18.73937873,3.64,5.928379253606922
-16.905132959799325,90.58008717079692,42.166785551242576,262.90194506894784,26.10226667,22.68,3.64,5.7055093315392655
-11.789668508162062,65.92667392045699,75.81206190285144,208.31153727806424,67.1608967,22.68,3.64,5.027212864261621
-4.698611418731439,324.7737161549257,63.69216994097352,36.85565406818799,93.58120264,22.68,0.0,7.380420265603419
-3.53622555311677,334.9154347682021,25.84508650981905,225.33245065286428,70.85494924,20.42486389,3.64,8.509295655237054
-21.32258317679112,285.41657168864816,39.14703005563942,31.00692578780336,64.93041084,22.68,0.0,6.682293262464728
-7.244686440386401,8.917963707776778,81.74389897830147,211.1652450320714,75.12878238,22.68,0.0,6.322965405566872
-23.00309854899176,33.782688457836535,58.93417635154342,111.50207718181969,76.48482701,21.50678141,3.64,6.8683398554973065
-14.87384105089669,48.26968794973424,58.63295180653888,167.13058217370653,62.48349207,0.0,3.64,3.152718406266229
-13.433832019903065,62.68282895936597,62.54478229342677,130.18802356458758,88.01814023,0.0,3.64,5.60205100821201
-0.723386773896705,288.7038471601704,68.42669825826299,167.62193951781995,78.37233021,6.88680133,3.64,8.701316230510107
-16.615357628055282,14.915074058030951,79.04457202985968,357.4072803493698,83.85414148,22.68,0.0,9.317802274620911
-10.2850271044778,49.87558449673269,52.229417944988064,97.23053536399132,105.4941445,0.0,3.64,8.845959949065916
-4.468954404510009,121.13642733442654,33.51061309704288,169.21221845068243,120.8223505,0.0,3.64,5.635261649447722
-16.829715086318156,259.1687051165784,51.91994278576693,53.149050798409725,40.67555566,22.68,3.64,7.294992855245955
