sun_alt,sun_az,sat_alt,sat_az,phase_angle,A_eff_SA,A_eff_chassis,sa_normal_x,sa_normal_y,sa_normal_z,chassis_normal_x,chassis_normal_y,chassis_normal_z,calculated_magnitude
-51.504141608660966,275.6901708043861,35.46936391032385,95.01020261408289,16.04218105,20.79830168,3.64,-0.3100948323682728,-0.9140751566628268,-0.2613576149843759,0.8712035052262033,-0.1631631630423644,-0.4630142921202191,0.0
-76.20753262104976,159.15415223593433,40.80148500246084,133.47570862604906,61.83880818,18.87678965,3.64,-0.1089225138774587,-0.9554963449804176,-0.2741580214031273,0.6472819962394473,0.1411411410522119,-0.7490695532771012,0.0
-9.336826319605011,309.34411338864885,70.23316927667993,123.75332747218349,61.0003875,22.68,3.64,0.8188038427066378,-0.5381304298341177,-0.1999397600663539,-0.4933321050078731,-0.4814814810076839,-0.7244301330115612,0.0
-13.111276644490342,86.20642818059147,72.45598937300714,312.98342569792754,65.33279915,22.68,3.64,0.6558068683582299,0.6425185420769304,-0.3963423703081811,-0.3848141181927945,-0.1671671670837519,-0.9077297134547788,0.0
-0.5627167451931064,113.0944977400255,-50.66779872385023,45.97039227275175,104.712667,0.0,3.64,-0.2935041649291113,-0.690499527129525,0.6611094525138539,-0.9553138941733444,0.2372372370430473,-0.1763345030319964,0.0
-50.136360904062265,321.9116626529143,-18.762046653694668,123.06217315331487,70.88442019,22.04615243,3.64,0.5168607127084399,-0.8237437207717082,-0.2330263636323271,0.8457174081132987,0.5335335340714762,-0.0101996880013664,0.0
-46.39655099035224,134.2789538244403,55.25017972201784,145.92726629704242,77.87925117,21.07947597,3.64,0.4070625446050357,0.875719209923977,-0.2596458167384926,0.1258798670264898,-0.3353353350705672,-0.9336511511964752,0.0
-15.16702014212862,85.4400466962182,-15.4587903417414,207.41332225697744,64.98521708,0.0,3.64,-0.1853268792394406,0.1817259570164109,0.96572751041784,-0.1794864939906962,0.9599599599502396,-0.2150848059888509,0.0
-60.4958045660045,321.352276236956,78.71190134242916,351.50541880791985,39.63467833,0.0,3.64,-0.9546293363261028,0.2399185474873166,0.1764140606560618,0.0187472619971351,0.6396396399022529,-0.7684462708825692,0.0
-31.577467172516045,216.808090265012,10.189229988462529,186.72722920827223,129.2668906,18.43154514,0.0,0.5718918054877387,-0.7936688510107175,-0.2074355749414789,0.504186157640134,0.5395395396149004,-0.6743095755187074,0.0
-17.628954442995443,22.77842306779741,68.23569685428862,153.1103275117311,59.3379333,0.0,3.64,-0.643362111586511,0.073791759794972,-0.7619973553505989,0.4825458168809504,0.8118118117997166,-0.3288025499188806,0.0
-57.5682913384331,69.22605044246636,35.08784523359511,302.9336043213518,41.84735208,0.0,3.64,-0.9419175122102024,0.0726013503677454,0.3279031017183631,-0.2803999561442544,0.3673673671889956,-0.8868016024562235,0.0
-21.406806269897324,9.28234351231004,-14.64246110696826,48.20397156249372,142.4735631,0.0,0.0,-0.8962630485619643,0.3017734895921629,0.3250312427471906,-0.4424331880047873,-0.6596596600071378,-0.6075376590065739,0.0
-16.263612602148825,307.543070808533,45.07191030037861,204.39724146436672,69.3617238,18.6614751,3.64,0.8251709984043661,-0.555262672138605,0.1038084212472082,0.2952416080488003,0.2672672670441764,-0.9172789111516166,0.0
-29.563457402601227,221.4824017344052,-66.30672848789023,242.28147356998227,141.127646,0.0,0.0,0.2097225436907669,-0.0796178770453085,0.9745139549142806,0.9032484587643628,0.397397396896328,-0.1619182839577592,0.0
-55.07876678869977,205.3508696811961,-56.19724237296595,162.06937187373987,155.9489417,0.0,0.0,0.5237870611821903,-0.658285632349398,0.5406543635082193,0.839257719807204,0.5075075078834144,-0.1951476599551702,0.0
-68.86831827709165,157.02201659268158,-13.467890455461182,272.0980097224172,93.93634264,0.0,0.0,-0.0568695373258003,0.9527976836263744,0.2982321743215587,0.997458260416279,0.0670670670279897,-0.0240629850100424,0.0
-4.6322405165207545,1.5674849168797047,-15.801258483132642,279.1035481412994,98.4978967,0.0,0.0,-0.9952171488756714,-0.0747835152697585,0.0628510336245763,-0.0975754889969834,0.791791791975522,-0.60294674898136,0.0
-30.942505692309165,230.07200848978576,-82.21181170478219,71.76748260046956,113.6683671,0.0,3.64,-0.2266644884858397,0.3231641750162485,0.9187971079871337,-0.8783382604453503,-0.4754754752410838,-0.0494466650250713,0.0
-54.07523267251647,54.84256207516744,68.16942063355299,333.07394153775107,43.90595576,22.68,0.0,0.6375770048927862,-0.0931218879068822,-0.7647377830502442,-0.4828264770761211,-0.8218218221295662,-0.3024689830476865,0.0
-26.45961975450924,236.71245371507487,-44.41472325893236,272.8994759083664,145.887793,0.0,0.0,0.0864219639241138,0.2298348368499931,0.969384955485506,0.839257719807204,0.5075075078834144,-0.1951476599551702,0.0
-44.35899345230767,79.17978595988279,62.17158896419107,310.8559696260435,34.38457053,0.0,3.64,-0.9163061087915664,-0.399815445076968,0.0230374666394568,-0.1182774720529734,0.2152152150963894,-0.9693775584341596,0.0
-30.36742680309569,196.04963463423744,52.97882336797902,246.74964514179845,85.72232227,0.0,3.64,-0.160093197056205,0.9861526859580612,0.0432787272690015,0.4729458640150911,0.1151151150036731,-0.8735391920278734,0.0
-22.015036812771186,314.1625830379045,5.145289850864821,112.5478612961011,26.86944083,20.2598536,3.64,0.9002703644891732,0.3441779140416589,-0.2665611267767,0.0511398639760133,-0.6916916916755684,-0.7203799816621124,0.0
-3.3217120188164726,263.1928206933575,39.20879601220071,49.50277680583822,47.13625392,0.0,3.64,-0.7939042271303929,0.5888361156016511,-0.1516182941061289,-0.1483777790831904,-0.4294294292407665,-0.890827929499457,0.0
-60.68018916317328,247.6054493757508,19.473391329710125,246.47424781208136,99.84118725,0.0,3.64,-0.0235099034741341,0.9578002686124472,-0.2864715167072653,0.9146064060144948,-0.095095095001507,-0.3930038740062283,0.0
-41.963107075178286,35.219409807680705,-58.25369265040185,65.27781753828857,155.1260995,0.0,0.0,-0.9877865891329114,0.1015416227637308,-0.1181818648341489,-0.0683315819940756,-0.963963963916424,-0.2571075089777087,0.0
-6.787969150464923,209.8440250321433,-41.17065144701908,34.247311933877775,48.12860688,22.68,3.64,-0.4241262491973389,0.0001139323172587,0.905603065234004,-0.860020926660496,-0.3133133128763156,-0.4027390888410137,0.0
-43.14024698311326,261.70914797411905,42.01573139405141,173.50910161268555,63.85439336,17.92288914,3.64,0.4601921353105874,-0.887784766568687,-0.0078362520929423,0.4195217990818125,0.225225225043922,-0.8793605961714875,0.0
-39.86364342864767,81.908617315202,28.09165650876282,180.02244109005903,66.58478941,21.10267275,3.64,-0.0567826231822824,-0.5744540849882914,-0.8165649012447227,0.3342150140629155,0.7597597601430238,-0.5577324011049924,0.0
-73.29759605011863,1.5380881892785432,-1.2231913988589604,145.93264162573382,77.69180623,20.36826104,3.64,0.6486148566838573,0.5657636150259755,-0.5091269975180253,0.2094585189859298,-0.775775775947888,-0.5952302699600159,0.0
-59.79946689530665,274.42574848263666,-33.430822204985795,245.71892896817528,147.6030631,0.0,0.0,-0.8559542703844121,0.1461659664417043,0.4959614876831179,-0.0906870239840094,0.9019019018409709,-0.4223136549255349,0.0
-63.25969203434966,125.1521530158566,43.5812145544269,215.9571681932504,51.66666392,21.12706674,3.64,0.1098979903959641,-0.8461947126160951,-0.5214182007251882,0.0639662889903727,0.5295295299203029,-0.8458763448726908,0.0
-24.4086252960186,267.16755191480365,-85.79340848728181,341.37444192452,115.4871065,0.0,3.64,-0.4678962695743424,0.5211818710838667,0.7137524347922983,-0.756563669946843,-0.6536536539540735,-0.0186631719986887,0.0
-67.47043524140742,221.01370189637336,61.01363181381901,77.43425674834828,16.78600499,19.09625953,3.64,-0.4085312648899462,-0.8982954736004639,0.1617635549694024,0.3264593540011964,-0.3093093090011335,-0.8931696600032734,0.0
-13.983248345111829,23.16864013767549,72.5848349699654,254.17584735453755,65.58748946,22.68,0.0,0.1924190371069079,0.5214032721828451,-0.831332389550577,-0.9590676002839434,0.2792792790826839,-0.0468233100138626,0.0
-14.24224265773905,206.79802571651348,22.624925842088743,209.70559959346795,143.0229811,0.0,0.0,0.1622631790744539,0.9183200083643228,-0.3610526595309916,0.6890355502977551,-0.3673673671587516,-0.6247169182699608,0.0
-80.56047160641508,266.25229735432407,82.31919152057604,33.27507983348399,7.774726843,22.68,3.64,0.8880269466753902,-0.3282623476596445,-0.3219502649282378,-0.243904308956812,0.2572572569544476,-0.93505582283443,0.0
-61.32275652807878,247.0766496729589,-52.87954898598581,269.2213035012948,165.4205473,0.0,3.64,-0.2343768330972969,0.0123071794799156,0.9720679160637548,-0.7806007210047791,0.5935935940036342,-0.1957272580011983,0.0
-4.319458597696674,142.63322346779134,11.101252511899482,104.33807671137885,138.890478,0.0,0.0,-0.0014459429450781,-0.8895319143954927,0.4568707503450943,0.7573793189566518,-0.2992992989828698,-0.5803417069667844,0.0
-43.81599302238557,345.5536593213418,74.74697716602334,298.1981551539783,57.36026344,0.0,3.64,-0.6015578686719447,0.5011317291579701,-0.6220893188843626,0.7911482221513232,0.4814814810920931,-0.3771737980721422,0.0
-21.78180244696293,299.0660388627852,52.00223750701043,26.749371566665737,74.37680063,0.0,3.64,-0.8986919337763118,0.41026726119057,0.1550276832071675,-0.2582068529371172,-0.2092092089490499,-0.9431652707703052,0.0
