sun_alt,sun_az,sat_alt,sat_az,sat_height,phase_angle,measured_mag,lab_brdf_mag,inferred_brdf_mag
-16.89496529968969,76.44375979489838,55.70801915,68.36735674,540.6720316,107.07625230700707,5.68942111,5.787011963277735,5.844147204587252
-19.35219524813545,74.62703006763643,53.3834452,148.1732199,540.2938233,83.88183663976835,6.325766803,6.729134129872917,5.897855994184706
-28.00272669750684,292.8845423080656,31.77797332,274.4338845,582.3679078,117.6926939494276,6.107762588,5.6547555589132035,5.457629453902035
-26.489916705657333,291.52473071381,31.82899898,295.6879067,583.1277021,121.54608675173546,5.042817004,4.064714599315936,5.3800622010720325
-13.0328843140643,78.68747612521959,37.61079184,284.7941194,540.762951,33.83360654925566,4.872365626,5.936876615673463,5.088088415998997
-17.18572295969107,75.73123627451754,44.96183205,24.88105904,541.4291765,102.59125323908663,6.50759302,7.042262569701286,6.4422785560942035
-19.722727860756173,73.83362351296779,76.14852261,210.0049626,540.1583235,60.64404266067583,5.480290156,5.6784830592573226,5.055211801886712
-18.740536195517958,74.57771151050434,50.36723917,232.9434405,540.0773033,36.008359096785,5.326360795,5.528837780300866,4.769996633027955
-23.970717535488372,70.45385138431027,45.29736924,99.01497798,540.4072197,106.00831808958473,6.027366207,5.85244016028093,5.441440589174164
-15.005507636883088,77.30383069860564,47.63212292,355.4452366,541.1699233,84.31189752282958,6.386409089,7.324853043412606,6.389636282717969
-22.73294607856664,71.46836931329074,37.58128541,71.11474792,540.734707,119.68485039677478,4.317374088,4.445009113867729,5.335548007055611
-27.290506947523827,292.80377590938025,25.29274578,257.8616355,581.777199,117.56546124967734,7.282999951,7.3572882013001815,6.524678486707236
-25.894576805814058,291.5577406654492,30.55778863,259.1549275,581.6924736,115.59561773769236,6.771565533,6.89353375212362,6.175198782273254
-25.793273062794725,68.35600659191581,20.10287768,94.630479,540.2707237,127.4887347491041,6.719566634,7.353458253177924,6.625694641581079
-23.885116981476532,69.98634271037973,31.46414924,124.2445029,539.9648898,104.13639340164401,6.81198838,7.519506396174778,6.759751982641296
-19.378306180549615,73.58446488352702,48.85987812,94.89828912,540.5534077,109.16562385703499,5.83915728,5.858634357120938,5.745181441854018
-16.274778884259256,75.8970139921256,39.02381781,332.2215969,541.4128469,69.34341590415794,6.098348246,6.900830752243101,6.32253748447459
-22.534332500001927,71.09918845801566,27.35583569,86.60333909,540.5361786,127.90854977332543,6.365407518,5.885073207638828,6.036479382162932
-24.072107676293175,69.28936042870382,40.23526293,86.86559936,540.5891096,113.64096021482553,4.716157496,5.451895895725244,5.299128591074757
-26.02020602466824,294.4539511306132,38.03372227,261.0666839,577.0645417,108.70616657906676,6.301095634,6.40453305993966,5.7764668229211225
-11.659851778650912,76.75189747269617,27.34070895,53.06491435,542.9760556,134.73662926103802,5.776753529,8.213845628776822,8.140804749722584
-19.800668047623944,70.69299905240595,33.29615405,140.6125366,539.5781401,94.821361385472,6.51042773,7.797759796469138,6.930066701581406
-15.82572282102126,73.75059396793192,55.75487457,312.4098727,540.6091106,59.533607463770025,4.482983237,5.9390013161017094,5.488368480546474
-17.831728634600744,72.234761566244,47.0483906,24.22640046,541.1629581,102.1121476347363,5.773138119,6.824920698859352,6.2763814462343674
-23.532356918234203,66.52163282869738,20.57737003,36.27845683,543.6689592,126.95476476745726,6.732620413,7.7384592182631025,6.980074698084367
-12.879618630139372,74.93038698963937,21.94345986,66.62760125,542.2282993,144.237055139125,5.92499382,6.744530049122426,8.269549699697128
-14.070076996929991,74.06787986300787,21.45127134,57.57077364,542.8038425,140.96253054640107,6.000081336,7.783938749925275,8.071191605882035
-16.512364073805,72.2474256898,26.12291289,320.358438,541.821822,63.508476195970346,5.690062603,7.189030229325518,6.485099946656207
-11.97764558597367,75.57416255861347,28.13497983,41.04307536,543.201519,127.79212160736853,6.053466058,8.514035131844459,8.139523264759102
-22.482714005074378,67.43403896177614,57.22783636,85.93743396,540.6110438,98.78721310122404,5.046474223,5.48721918889259,5.3025036125152925
-19.7632547287096,69.69911226943188,35.17725838,329.0084916,541.6075339,70.27547255444748,6.568699871,7.149525071833043,6.45569035762307
-20.849502230246323,68.81042023160616,39.13136364,331.2501943,541.3431765,71.33752359853324,6.278246135,7.079437403946573,6.273447243713984
-14.88945826233141,72.9787062054556,48.71957998,116.1227814,542.146021,105.78998186162362,9.681918495,6.902463590397302,6.459350344299912
-17.153838032355527,71.26003358050029,47.32710987,87.62246583,542.2801185,113.86482578979903,5.970578274,5.932926254713429,5.993506530082767
-12.383813235975218,74.8083183073233,40.09989651,34.51670547,542.8707752,115.57811620401817,6.699854297,7.593005301574226,7.199369894614714
-16.700060662734153,71.60993000205515,25.22218902,54.71077078,542.9277201,134.96175127329462,6.566878225,6.948085500146047,7.0897568884291235
-18.449817715815993,70.24432842403782,49.01257265,32.49070195,542.5632376,104.65727901090544,6.097827271,6.441233486540746,6.066613883214359
-16.25540552462437,71.95004497774089,62.02694477,19.6177111,542.4239608,91.601997712012,6.383991746,6.473463396690725,5.858146566552427
-13.752777582807065,73.8173669336603,47.69456634,129.8820019,541.7393034,100.90383351175764,6.861827899,7.284131428145686,6.612903377663548
-21.827882541160452,67.46803604768502,69.60560385,323.2994228,540.7867092,64.67852542181558,6.574264221,5.9285307624194905,5.17791969206165
-15.259117845732987,288.5735850603121,55.21986161,230.793718,539.9678073,94.43047727064784,6.125846149,6.82256742982935,6.144240050251996
-14.387996303234399,287.9130603643309,74.41599268,62.26791705,540.5152665,65.08487859961359,5.158941212,5.8429899419265645,5.306466972939665
-16.703363873882978,289.6913535779905,51.34407037,23.28651648,540.974078,74.81341665511833,6.366713264,6.907338452062364,6.021329741342456
-17.146243665445493,290.0401552967771,41.26595313,105.8113528,540.1758848,24.39242746057682,5.00714307,5.687425477440606,4.861984961200461
-13.12066264272768,286.96902447137825,64.62809683,184.2567862,540.0956508,72.72626247095363,5.778969061,6.394183435339195,5.720863816375666
-30.347628404893523,57.5049898976135,21.62704664,42.56780265,543.2474095,126.07911076388396,5.752412192,5.404105899576411,5.752097249662485
-13.925142990741232,72.25165988386183,21.69203927,226.5762371,541.1781801,25.607294770314184,7.088039524,6.662003368503269,5.77972749390992
-19.99839976521611,67.46534485736439,66.84412226,56.4517984,542.1067318,92.76700867432983,5.605549509,5.700743418566082,5.434164230131938
-15.83466505735542,70.80543468396625,21.04138727,33.25444606,543.4328813,127.87202313361492,7.499681528,8.816466362733168,8.210722628715061
-15.76251517622579,289.44597505890897,47.62677274,325.3777043,540.9121096,108.93564617754487,5.651312663,6.675223042865474,6.367125053138477
-17.89181864616087,291.1310191273545,37.79341071,314.4652457,540.9801353,120.14778751746059,5.1223617,6.4533667832340065,6.270141862496491
-12.282663096087644,286.8268752133924,58.67991211,258.4257788,540.253497,105.37005245342176,5.146313391,6.569114503487689,6.340018284803605
-16.536477048678673,290.0504974666458,30.04540569,269.0558181,540.2825181,129.2147062233838,6.895959848,6.946344315810977,6.820057955935198
-18.019708167765508,68.59130771555218,44.8145714,176.6024835,541.4221931,64.746941432875,6.098359902,6.473408893389674,5.914381972999658
-22.190699448999386,65.05936776988065,37.42533644,128.6934214,541.6418591,95.56800573293451,6.865469807,7.330395200113474,6.538818720171285
-21.454686564111174,65.70767052495644,81.63143638,312.5090874,542.01436,65.46625023154245,5.591825894,5.834404794746291,5.077376574495661
-15.027667062978066,70.94106775760999,32.1995276,41.07265184,542.9177589,124.78773059459809,5.861142146,7.469863704389011,7.150871056703161
-13.649485342648537,71.98101239061138,27.5700649,82.14674157,542.1861526,137.61799947449543,6.617068286,6.38138065140714,7.388573613827517
-14.815380907541835,289.19787499073726,31.06812384,301.1930733,540.9841892,132.69055001258815,6.407163371,6.251531854889923,6.88876386905857
-15.339107080067608,289.60140119375296,66.83799967,263.9956222,540.0757803,95.6734099550865,6.024166673,6.181173182674021,5.806615168630306
-23.89867411688227,62.97183500643781,20.12655691,44.59185877,543.1861429,132.47293944586278,6.2852117,6.764459547496169,6.588394253954597
-16.550538435603393,69.27494716827147,20.02541301,109.6990038,539.9189539,126.01949180715101,7.852007166,8.917135538651037,8.25795017859723
-18.879170134712123,299.23823780643454,48.20487378,329.887619,541.1345633,107.53482538974758,5.688438239,6.21827049038239,5.95235743130333
-15.876286797567113,296.574654045137,56.35784073,16.23127797,541.0753911,82.41089289751456,5.750601631,6.876771577585124,5.994303948299953
-25.81642662421509,306.34450446049226,22.23527609,336.5453379,542.2793244,123.73552358931207,7.419998363,7.377060992434803,6.575508410043021
-24.890574826260025,305.29999672422565,23.92279023,339.8958605,542.2368532,120.79014646513517,6.905897793,7.496517665848819,6.6890165705978974
-23.258784598545283,303.53952031717023,69.98237158,316.5518461,540.4153834,86.29529435095213,5.28925824,5.527479284525345,5.166395720679814
-29.66504175266312,311.114688379051,28.97802268,305.6540299,541.0966383,121.12575785215328,7.095022456,3.538081195926642,5.070768382393361
-22.49978784578464,302.7526146161553,43.28998279,33.61140257,540.8701609,74.18813027083242,8.22791951,7.108526355546228,6.121096846607123
-20.380240702617566,300.6506261657359,67.67283962,70.60432334,540.169372,56.57632278436089,4.928481429,5.646755818291121,5.079305572583711
-26.02551096010108,306.58532450874674,44.10358844,291.4257884,540.8875735,108.50863255270829,4.417780969,5.083659350255385,4.960753475410693
-26.908130921784075,307.623181113079,36.90424066,286.2637107,540.9470162,113.09982083440835,5.302821175,5.595749843604069,5.204316457953187
-27.853701109321747,51.08527841100825,23.32373753,73.29532225,542.3529208,124.5184559264017,6.484903035,6.536471234321063,6.000271895004473
-13.242261324258058,65.45380823707688,41.3300321,238.90311,541.5651282,28.663105075179114,4.513411535,5.742766030801828,4.882957919696232
-28.771929126492783,49.92334389876716,21.98265326,68.21206761,542.4103371,126.26962584302093,6.073112069,6.097873678217674,5.924769108378928
-27.292217631634134,51.77429526489934,29.2131848,16.84316517,543.1636125,114.33797101357133,6.848422818,6.879949483523834,6.068103857526848
-29.90679386995968,48.42164978425642,23.3602513,30.96522832,543.2016319,124.15521579910225,6.678225904,5.744693341031056,5.691496971364672
-12.831960542182648,65.7825854936545,60.58228082,338.1396403,542.8562376,79.99347181279501,6.197514513,7.000055338753017,6.072766950459041
-23.242012538072128,56.334043374136485,43.50324331,81.23837002,542.0543171,109.44161996083572,6.015288846,5.827970858449085,5.482444516427614
-25.237758977264278,54.17059236211401,38.79870529,54.61204943,542.3124087,115.96220224405904,4.061062873,4.189391379166673,5.0241934830181805
-24.90019452549204,54.54714139614686,20.14330854,35.2547156,543.4723392,131.20460125134844,6.958364822,6.783407999570682,6.502213315043005
-22.854404315234074,56.737640636274804,23.39339214,51.83400742,542.75704,133.50716611938572,5.671255326,4.496709874220811,6.161777246387104
-22.061986710896672,57.54733052266704,25.98453442,25.79806036,543.0726271,122.94694322251684,7.1182665,7.392192394141523,6.710548183464734
-18.06967957302051,298.96023246593717,33.18500357,318.9353249,541.2758929,125.30968072690399,6.454649456,6.484690163359095,6.380106912713909
-21.908964026716838,302.642639989157,20.42518613,15.02853011,543.3467005,97.63612475375486,7.741496254,8.754913443291063,7.843234450843942
-21.040854382924987,301.7736575007727,20.2681102,29.05348766,543.3038697,85.24915629183748,6.463754206,8.815050687368707,7.776389052603952
-14.895612973490543,296.18746333040826,45.11305357,296.7873722,540.7498215,119.98886047194858,4.76221878,5.787153243778931,6.256894948578894
-19.058338552451946,299.8706658069782,29.75033921,315.2801927,541.3264396,128.9819610257815,6.673354203,6.136079410565229,6.3328670457480785
-15.935374364470974,297.0723238074587,40.23575582,300.5646206,540.9694464,123.73490170870438,5.525349136,5.537573599360681,6.212506874568209
-23.049295637518117,303.820641443461,20.342844,321.8545947,542.0917673,133.17928355486745,6.931719554,6.779500151973891,6.651276104693526
-26.37461271617118,307.5294848542561,28.44948373,331.2271249,541.7252137,120.64169659903884,6.616954773,6.346694852084119,5.784087778441456
-24.423698659128508,305.30069815245383,35.81143659,317.6342489,541.4027486,118.64625281257317,6.006354086,5.005575249925187,5.308135953095069
-14.630427469730131,63.88168453608286,30.42178647,231.0064868,541.2526103,19.732134006592688,5.013802537,6.13107360631885,5.249156531731637
-19.493991631328708,59.573605142570514,36.57707766,165.3914842,541.3640586,66.0958857881381,6.294841733,6.8467872988037595,6.270509157886241
-22.64088468304768,56.463271457659495,74.47589188,133.3193396,541.746365,71.65496233827021,7.332596444,5.966404960192653,5.182060474221655
-15.716326467449395,62.96424973584417,34.53750168,238.8245284,541.736479,19.18520747366713,4.902542891,5.933242015203065,5.067155606106168
-13.481919136032623,64.82781089154281,25.61919159,217.669949,541.252125,28.239552340110794,4.960284325,6.45342808592455,5.577517023840825
-18.659127852255764,60.35212060135864,49.36061074,203.4330554,541.6100038,42.59903047986836,4.927520453,5.6721648295551566,4.934902949829465
-12.4240009971655,65.67884753890678,40.64582225,86.9860506,542.4402332,123.38017794240865,6.593592431,6.877589992910442,6.979903559868081
-20.805597584726197,58.31282446670263,65.31846228,266.8125762,542.0207035,48.2569806376293,7.674027083,5.465407164206184,4.988992864588396
-26.214472087279148,52.520581538587656,23.67674548,20.29114569,543.5606581,121.17431606074828,7.412239792,7.316821609158705,6.494134564970317
-27.971030030759263,50.38065242068356,20.63473783,30.44317429,543.409563,127.71243890178914,6.759014971,6.532151342935604,6.172105020598245
-26.91173702199555,51.6891311448959,21.88383955,51.58502253,543.1643004,131.20431940392393,4.459920023,3.960554138054097,5.848440277019996
-26.424931122718565,51.737767819714335,33.84650488,23.72211911,542.9669292,114.12556359932842,6.015452759,6.245349359480754,5.605778031577553
-15.268988708981029,62.90698597736432,33.45485257,168.9623228,541.7363047,68.42128336969809,6.232568767,7.064096499413191,6.584297091423529
-16.339219716738537,61.98327403386521,39.39986354,164.0493361,541.6822856,70.51424882763938,6.51571797,6.961597284204667,6.343030621233167
-27.111951291086168,50.9024305634626,28.6346052,65.59088719,542.750789,122.50155096209566,5.887682888,5.209177480953688,5.460494179268834
-11.213833324856646,66.21084472824478,29.32182586,209.4210261,541.3434234,38.7264667469718,5.762249102,6.384866122596916,5.526290727135858
-17.560266319486768,60.89900201231735,71.3155175,198.9354819,541.9930336,59.14180237149829,5.19335171,5.671113451151371,5.138510027398673
-24.33483090296567,54.147197211783414,38.55834487,77.18049448,542.0576972,113.5062385888558,5.789942291,5.844450883223442,5.458953377366756
-23.618061585620417,54.93218519966054,46.55981411,15.26049675,542.6233051,101.18756190503744,5.709628859,6.219350111438359,5.703048460717431
-13.287975660859196,295.716021623968,30.09500719,92.98204965,541.7905028,26.89134576344368,5.314111762,6.206775125132865,5.329158121267712
-21.127326972340317,302.8151214380262,65.21646526,233.7612175,541.4063931,79.19535356402291,5.894638411,6.199004652436946,5.444697110601707
-18.194035556339294,299.9849369339331,79.89051863,98.31491521,541.7159544,62.46069030371159,5.042633145,5.714824303182637,5.100737472680855
-16.250642788944706,298.23211862909324,53.5645935,93.99645303,541.5738997,41.834688792956484,4.945875864,5.541707050730342,4.784573194271268
-12.73603889710755,295.2656661559379,20.11990135,43.4314736,543.1980976,68.81535575288038,7.161008742,7.783780982848252,7.0719443058238
-21.710052465070476,303.4075347167008,45.93052324,5.219707324,542.6389926,92.26146189809786,6.28893994,6.843117843802142,6.10494179195879
-23.874506032163342,305.7092036624311,37.57686686,262.638475,541.7011883,106.4154450509243,6.874307044,6.800142051983262,6.1407247909708085
-21.419181821501688,303.11047463776436,45.39530997,313.569308,540.7304008,112.51022975492035,5.546072441,5.298476682358265,5.405081134623372
-14.193744737422739,296.46702686940563,49.46297713,198.2361078,539.5473474,73.94520583421173,6.398806989,6.845175052511562,6.125033939039076
-18.409908759242885,300.18526374915933,64.41615954,286.1896032,540.0922605,96.47205361050939,5.656324391,5.800704844455625,5.588532063717221
-16.677124103562672,298.6092858578377,41.23619334,40.56283134,540.9981,70.2225698068083,6.301211324,6.877845474233766,6.242952421852859
-15.458634140331796,297.54217829234574,75.0560001,73.26124775,540.2465106,64.18493420280805,5.270880895,5.803535732621254,5.246942227609343
-17.64174865156114,299.4777087758718,47.86170452,28.42278653,540.8242955,77.70417069902524,6.238278419,7.146300329467742,6.171355445918659
-25.364456073745675,52.46594488081308,28.9451343,106.1249433,576.1862383,105.14455286867738,7.543461585,7.747896541143247,6.969578825266093
-13.466261567589843,63.98649084143839,21.95369447,38.71365157,543.3389999,136.76851250389308,6.514720811,8.605382727002967,8.329730096344655
-17.09452657997907,60.871647937049644,35.28846125,262.1788572,542.2231776,26.275548192739265,8.104264885,5.947635191840277,5.11680513321556
-22.60506650154065,55.521457362357566,38.00645112,136.2782905,541.1787253,83.1171166816701,6.597036645,7.373182393878763,6.4394685529768765
-20.80701720446294,57.36456703785649,55.8131204,171.0083222,541.7925369,59.70231763847221,5.775831028,5.9870941336321195,5.392030670312087
-21.803180113338428,56.356516084224424,63.87573226,157.8102885,541.7498166,65.50220585218318,6.604634671,6.066652313000162,5.302984179649682
-18.851321322657572,59.25764745562864,48.14106323,198.9521557,541.6377459,43.76014189761164,5.022142365,5.729898504057807,4.996784463205252
-14.647282018829147,63.00190536572314,24.73029153,198.103459,541.1883435,43.25842732326158,5.964933766,6.693591084767398,5.884298387011503
-15.65623892048586,62.139089824525854,26.25548483,190.9668551,541.3234939,48.63792575867699,6.754334584,6.713303243827956,5.936652869458264
-25.970064021729485,51.75295893268618,20.59819787,69.59893772,542.694505,130.31562325018294,6.541405273,6.430170199000701,6.302496069252425
-14.872576695233821,297.89665141566394,32.06777442,119.8547941,539.7145768,17.28765010839121,4.85998437,6.031240451594231,5.148483476527639
-11.863558985697328,295.3925582506526,20.90326816,109.044102,539.7918926,10.895536489315058,5.227650124,6.613277991454734,5.702457669117188
-18.300103835150143,300.9813414895926,46.05998383,142.0404621,541.6157115,32.76414089910878,5.716381237,5.614905782823802,4.834328204482854
-20.153077980140147,302.7737485939849,58.88189671,188.2671086,541.6902911,60.25122595349651,5.450943241,5.934766320899993,5.337417227607418
-21.9770346820988,304.63968187715017,49.04911002,237.6588249,541.4198371,87.42189006412272,6.277821715,6.721149380280006,5.944280665613672
-19.157967152632636,301.7991293132251,67.57820317,177.8242904,541.6104589,59.6879636142856,5.469583425,5.75079423935569,5.169633175598291
-23.708758488822898,306.5185631347167,31.49074694,265.8383402,541.9583445,112.46124301058903,7.117840511,7.16728703311504,6.4491626836709575
-21.01153264522006,303.6385257142053,56.34410042,240.4076476,541.432482,86.24784334010532,5.441417926,6.433956385836578,5.716110307863288
-11.338828185092371,294.97253528024197,25.31496956,324.4233849,541.2515745,133.45022754116238,6.98193207,8.81984060904217,8.54570084102331
-14.221853463017611,301.68679580299266,25.24777643,73.83596943,542.4040607,46.12041925606276,5.797913785,6.722134574000748,5.921726905188467
-13.154912228153622,300.7348294091446,25.27665451,62.04371986,542.5346088,56.30693073511556,6.288905323,6.968970228466246,6.204750691534944
-13.732372829100253,301.60776648421944,21.97382234,42.32540803,543.1566192,75.1460586040116,7.746817973,8.106602915783467,7.573947039933869
-14.919482333652871,302.69129263216007,20.42627837,67.57005889,542.7072111,52.578444187441434,6.104300545,7.158365399173752,6.387305150325975
-18.08350017571074,305.76722916087135,78.76314599,341.1435157,542.5176831,81.17519529609382,5.573015391,6.066046681446155,5.39620402596603
-17.32721479480904,305.0048795297987,51.71647674,116.1810144,541.7546522,35.09305099477779,4.846315966,5.4848170580011875,4.711229600772906
-25.255282157441936,45.766845595756735,26.23320328,68.37621451,542.4315215,124.07822088603353,6.05295551,6.528527280324447,6.022751557244331
-12.19416845617959,300.6014636780854,23.31968658,69.95819657,542.5656116,49.24542040201782,5.954051875,6.902801131144686,6.096318868605358
-12.9147111055649,301.23241314193,30.19584238,30.57833813,543.1562009,84.09990635006416,7.784847077,8.557517080522917,7.495943667723941
-23.537250733893952,312.3317731343037,21.30740937,257.433822,542.1015229,110.24557766791317,7.750351058,8.455065266589042,7.65521467573862
-14.121634623196266,302.3162854709105,30.43322059,68.33547777,542.6533786,52.02656579008952,5.818098109,6.5821872557040475,5.812072779912442
-20.571919208082942,308.8152847891385,77.34202735,357.0421901,542.2477724,78.10196155181168,5.583688038,5.944142989425634,5.2642831054708115
-17.948325217856784,306.00964251438705,47.56541312,83.25643217,542.2893488,45.67065270419028,5.058677425,5.784747213179057,5.049741912401972
-15.904539208814558,303.98493842171735,42.65157778,38.3570881,542.7322108,76.13750581723124,6.236397177,7.2931254489305815,6.424604596773299
-15.146702153626158,303.26529835641793,31.16506069,78.6995503,542.1787691,43.641947535614605,5.196803065,6.364410456671211,5.569068461506336
-11.035884121429033,299.6107700814865,24.50159002,49.32981915,543.0059789,67.62085237165533,6.714111,7.446767036207622,6.721776964307007
-21.79439587765972,310.21549794213865,36.21245516,16.15353706,542.6464724,94.93973372846213,6.474876182,7.458724099482453,6.641707045816185
-22.73096536336215,311.334020974053,43.16002172,26.50165135,542.5732608,84.71632809762173,6.08505505,7.045078854369553,6.175628081456951
-25.52606966288947,44.94575115879734,35.94202034,81.32602201,542.1155008,109.58809271945192,6.604131929,6.556190145145051,5.870672442547632
-20.334394208252572,308.9429881888622,22.53965707,238.1676212,541.4768625,98.74076937757042,7.572626448,8.648909923276154,7.748959426063551
-18.294854012532507,306.7424291849096,23.15555399,269.0188839,542.1524785,124.54509589667458,6.626447354,8.275720719729438,7.619915369009732
-17.709711989544537,306.1387760398983,31.14512934,74.62902287,542.1099438,48.336104608917715,5.924813523,6.461225387508698,5.705712168885068
-19.824067499390228,308.37747945343585,22.60648391,41.58092709,543.0276291,79.69468233143296,6.947288474,8.671146802276631,7.588336483779457
-24.4697199338843,313.965825299447,24.93901924,307.1124121,541.4372057,130.14778032400739,5.765152967,4.422439501957198,5.859162509273892
-19.81426996692487,309.1237353233955,55.48174382,229.9144072,541.67187,79.66033767667155,5.972091107,6.6525892022781274,5.786467103517882
-14.19510067662527,303.41885301537764,65.4192963,47.0338807,542.1820575,71.46217336933438,5.839172292,6.314775667275237,5.635667626239639
-16.95241300453915,306.0897724707439,61.99472199,306.6328783,542.0266857,101.05168703436027,4.938316032,5.834372593524044,5.751009086059511
-12.27560520419946,301.68047948840535,49.22415552,58.72353846,542.2620725,63.1820922456726,5.459722363,6.229139466491392,5.533829113804066
